DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff Gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
25-Mar-15,Sprague R @ Lone Pine,SR0080,NA,84,5194,3,25,2015,922,653.64,2.75,7.18,97,9.79,7.55,94,53,29,13,0.5,8,310,27100,9,7.63,NA
25-Mar-15,Sprague R @ Power Plant,SR0090,NA,84,5194,3,25,2015,1222,526.04,2.3,9.53,94,10.27,7.84,104.4,55,33,NA,0.5,11,289,28300,6.8,5.43,NA
07-Apr-15,NF Sprague @ 3411 Rd,SR0040,NA,97,5207,4,7,2015,1245,109.79,1.14,3.92,47,11.35,7.39,102.5,34,26,3,0.5,8,88,26300,1.7,1.26,NA
07-Apr-15,SF Sprague @ Picnic Area,SR0050,NA,97,5207,4,7,2015,1035,51.04,1.3,4.07,68,11.55,7.59,104.7,40,19,NA,0.5,4,100,32200,2,NA,NA
08-Apr-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,98,5208,4,8,2015,1330,72.51,0.84,7.05,76,11.3,7.62,109.1,36,15,6,0.5,4,148,31600,7.8,4.46,NA
08-Apr-15,SF Sprague @ Ivory Pine,SR0150,NA,98,5208,4,8,2015,1015,120.6,1.78,4.25,60,11.44,7.4,102.9,48,38,30,0.5,10,143,28600,3.7,3.23,NA
09-Apr-15,Sprague R @ Lone Pine,SR0080,NA,99,5209,4,9,2015,930,410.49,2.08,6.38,90,10.54,7.8,100,40,25,3,0.5,4,213,29500,4.9,4.62,NA
09-Apr-15,Sprague R @ Power Plant,SR0090,NA,99,5209,4,9,2015,1335,423.52,2.08,9.74,88,10.89,8.19,112.2,45,26,3,0.5,4,223,29600,3.6,4.09,NA
10-Apr-15,Sprague R @ Godowa Rd,SR0060,NA,100,5210,4,10,2015,950,271.38,2.3,9.26,82,11.14,8.28,113.6,47,35,7,0.5,14,135,31100,3.6,5.18,NA
10-Apr-15,Sycan R @ Drews Rd,SR0070,NA,100,5210,4,10,2015,1155,140.59,2.6,8.84,70,10.9,7.73,110,29,8,7,0.5,10,358,27300,3.1,NA,NA
20-Apr-15,NF Sprague @ 3411 Rd,SR0040,NA,110,5220,4,20,2015,1300,92.55,1.02,8.34,51,10.28,7.5,102.7,38,27,3,0.5,4,104,27000,NA,NA,NA
20-Apr-15,SF Sprague @ Picnic Area,SR0050,NA,110,5220,4,20,2015,1055,35.5,1.16,7.76,75,10.8,7.51,106.3,36,21,10,0.5,4,110,33000,3.3,1.94,NA
21-Apr-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,111,5221,4,21,2015,1230,82.96,1.48,11.07,72,10.71,7.72,114.4,61,46,11,0.5,4,164,30900,3.5,3.92,NA
21-Apr-15,SF Sprague @ Ivory Pine,SR0150,NA,111,5221,4,21,2015,1020,50.44,0.48,10.69,89,9.68,7.72,102.5,87,48,8,0.5,8,185,33200,6.4,4.89,NA
22-Apr-15,Sprague R @ Godowa Rd,SR0060,NA,112,5222,4,22,2015,1025,215.75,1.92,13.26,94,10.36,8.38,115.8,60,36,8,0.5,9,182,32500,2.8,3.88,NA
22-Apr-15,Sycan R @ Drews Rd,SR0070,NA,112,5222,4,22,2015,1315,69.21,1.94,15.28,82,10.59,8.29,123.8,34,13,3,0.5,15,371,28000,1.1,2.19,NA
23-Apr-15,Sprague R @ Lone Pine,SR0080,NA,113,5223,4,23,2015,945,260.78,1.34,13.04,101,8.6,8.23,95.9,58,35,8,0.5,4,271,29900,3,3.85,NA
23-Apr-15,Sprague R @ Power Plant,SR0090,NA,113,5223,4,23,2015,1230,255.95,1.68,14.97,96,10.05,8.53,116.8,56,33,9,0.5,4,251,29100,2.2,4.37,NA
04-May-15,NF Sprague @ 3411 Rd,SR0040,NA,124,5234,5,4,2015,1330,74.69,0.96,10.38,50,9.81,7.64,102.9,49,32,31,0.5,10,96,27600,2.8,1.61,NA
04-May-15,SF Sprague @ Picnic Area,SR0050,NA,124,5234,5,4,2015,1111,30.04,1.06,11.39,74,10.06,7.85,108,34,20,9,0.5,10,106,33300,2.4,NA,NA
05-May-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,125,5235,5,5,2015,1326,82.39,1.56,12.14,70,10.75,7.7,117.1,59,33,13,0.5,8,146,30300,4.3,3.24,NA
05-May-15,SF Sprague @ Ivory Pine,SR0150,NA,125,5235,5,5,2015,1111,24.12,0.16,13.25,106,9.45,7.48,105.5,52,27,14,0.5,14,290,34300,5.7,5.27,NA
06-May-15,Sprague R @ Godowa Rd,SR0060,NA,126,5236,5,6,2015,955,174.01,1.84,13.34,99,10.01,8.3,117.3,53,37,10,0.5,9,176,32600,2,2.08,NA
06-May-15,Sycan R @ Drews Rd,SR0070,NA,126,5236,5,6,2015,1330,34.36,1.4,15.75,92,12.09,8.9,142.8,29,9,10,0.5,15,360,29600,1.2,1.95,NA
18-May-15,Sprague R @ Lone Pine,SR0080,NA,138,5248,5,18,2015,1030,269.18,1.38,14.33,132,8.85,8.19,101.3,56,31,7,0.5,4,334,30600,2.4,NA,NA
18-May-15,Sprague R @ Power Plant,SR0090,NA,138,5248,5,18,2015,1325,290.73,1.78,14.46,123,9.22,8.45,105.8,50,30,8,0.5,4,293,29200,1.8,1.95,NA
19-May-15,NF Sprague @ 3411 Rd,SR0040,NA,139,5249,5,19,2015,1300,99.82,1.12,8.39,49,10.19,7.63,101.7,45,26,6,0.5,4,173,26000,3.5,2.63,NA
19-May-15,SF Sprague @ Picnic Area,SR0050,NA,139,5249,5,19,2015,1025,34.68,1.12,9.79,77,9.92,7.68,102.3,37,22,3,0.5,4,124,33100,3.4,2.46,NA
01-Jun-15,NF Sprague @ 3411 Rd,SR0040,NA,152,5262,6,1,2015,1330,111.71,1.16,11.11,52,9.61,7.58,102.7,34,25,3,0.5,9,107,27900,3.2,1.82,NA
01-Jun-15,SF Sprague @ Picnic Area,SR0050,NA,152,5262,6,1,2015,1045,27.7,1,13.97,86,9.48,7.89,108.1,35,24,3,0.5,8,127,35000,2.8,1.41,NA
02-Jun-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,153,5263,6,2,2015,1300,85.93,1.6,13.49,69,10.28,7.76,115.4,55,36,8,0.5,4,162,30000,1.8,2.5,NA
02-Jun-15,SF Sprague @ Ivory Pine,SR0150,NA,153,5263,6,2,2015,1015,39.58,0.46,15.47,139,8.27,7.66,96.9,41,37,12,0.5,9,408,35200,6.3,6.03,NA
03-Jun-15,Sprague R @ Godowa Rd,SR0060,NA,154,5264,6,3,2015,1015,207.32,2.16,16.03,105,9.37,8.18,111.5,62,39,NA,0.5,4,225,33000,2.5,2.7,NA
03-Jun-15,Sycan R @ Drews Rd,SR0070,NA,154,5264,6,3,2015,1330,43.65,1.6,19.98,97,11.39,8.76,146.8,40,15,10,0.5,17,460,26700,1.2,0.98,NA
04-Jun-15,Sprague R @ Lone Pine,SR0080,NA,155,5265,6,4,2015,940,256.93,1.3,16.96,108,8.15,8.14,98.6,60,40,11,0.5,8,299,28700,2.5,2.06,NA
04-Jun-15,Sprague R @ Power Plant,SR0090,NA,155,5265,6,4,2015,1300,255.61,1.7,19.42,106,10.09,8.73,128.5,62,43,12,0.5,4,312,27400,1.8,1.86,NA
15-Jun-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,166,5276,6,15,2015,1325,45.05,1.16,19.5,77,9.6,8.03,122.6,63,42,12,0.5,4,137,31400,2.2,2.49,NA
15-Jun-15,SF Sprague @ Ivory Pine,SR0150,NA,166,5276,6,15,2015,1045,21.5,0.16,21.07,132,7.97,7.82,105.1,86,51,15,0.5,10,388,37100,21,9.26,NA
16-Jun-15,NF Sprague @ 3411 Rd,SR0040,NA,167,5277,6,16,2015,1315,63.79,0.88,14.04,56,9.08,7.84,103,49,31,10,0.5,10,90,28500,2.7,1.57,NA
16-Jun-15,SF Sprague @ Picnic Area,SR0050,NA,167,5277,6,16,2015,1035,15.61,0.82,16.31,93,9.13,7.91,108.8,47,29,14,0.5,9,127,36100,1.7,1.37,NA
17-Jun-15,Sprague R @ Lone Pine,SR0080,NA,168,5278,6,17,2015,958,149.58,0.86,20.99,126,7.06,8.49,92.4,69,44,11,0.5,8,339,30000,1.6,1.44,NA
17-Jun-15,Sprague R @ Power Plant,SR0090,NA,168,5278,6,17,2015,1204,179.39,1.48,22.99,118,10.62,8.98,144.5,64,43,13,0.5,8,327,27200,1.6,1.05,NA
18-Jun-15,Sprague R @ Godowa Rd,SR0060,NA,169,5279,6,18,2015,1005,144.79,1.26,18.74,104,8.35,8.21,104.8,57,43,13,0.5,9,152,33600,4.9,3.19,NA
18-Jun-15,Sycan R @ Drews Rd,SR0070,NA,169,5279,6,18,2015,1230,14.78,1.04,22.12,112,11.26,8.84,151,40,18,14,0.5,29,389,23400,1.9,1.13,NA
29-Jun-15,Sprague R @ Lone Pine,SR0080,NA,180,5290,6,29,2015,1045,145.19,0.82,24.05,111,7.29,8.54,101,60,35,11,0.5,8,268,28700,1.3,1.38,NA
29-Jun-15,Sprague R @ Power Plant,SR0090,NA,180,5290,6,29,2015,1400,156.24,1.4,26.85,114,10.63,9.07,155,72,48,13,0.5,10,315,27200,2,1.3,NA
30-Jun-15,NF Sprague @ 3411 Rd,SR0040,NA,181,5291,6,30,2015,1300,46.09,0.76,14.88,58,9,7.76,103.7,46,33,11,0.5,11,96,29800,2.4,1.04,NA
30-Jun-15,SF Sprague @ Picnic Area,SR0050,NA,181,5291,6,30,2015,1045,11.4,0.72,19.86,103,8.74,7.88,111.6,40,28,11,0.5,8,109,36300,1.2,NA,NA
01-Jul-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,182,5292,7,1,2015,1300,50,1.2,22.23,76,9.34,8.16,125.2,55,42,11,0.5,8,111,32000,2.3,2.24,NA
01-Jul-15,SF Sprague @ Ivory Pine,SR0150,NA,182,5292,7,1,2015,1045,18.02,0.12,25.08,161,7.6,8.2,107.5,69,45,12,0.5,10,403,37800,4.4,5.16,NA
27-Jul-15,NF Sprague @ 3411 Rd,SR0040,NA,208,5318,7,27,2015,1115,40.14,0.72,10.41,59,9.92,6.97,103.4,51,38,9,0.5,13,66,30100,2.1,0.97,NA
27-Jul-15,SF Sprague @ Picnic Area,SR0050,NA,208,5318,7,27,2015,930,10.29,0.7,14.53,103,9.04,7.77,103.6,35,26,8,0.5,4,105,36100,1.9,1.26,NA
27-Jul-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,208,5318,7,27,2015,1315,59.86,1.28,16.57,78,9.67,7.88,115.5,58,40,8,0.5,4,108,31700,3.4,2.24,NA
28-Jul-15,Sprague R @ Godowa Rd,SR0060,NA,209,5319,7,28,2015,1300,144.02,1.26,19.11,99,10.48,8.67,131.5,53,37,7,0.5,4,115,33100,2.4,2.24,NA
28-Jul-15,Sycan R @ Drews Rd,SR0070,NA,209,5319,7,28,2015,1120,10.15,0.9,18.44,128,12.24,9.2,151.4,26,13,8,0.5,41,232,21000,1,0.73,NA
28-Jul-15,SF Sprague @ Ivory Pine,SR0150,NA,209,5319,7,28,2015,940,11.15,0,16.8,127,8.3,8.05,99.2,45,25,10,0.5,4,254,33600,2.1,4.12,NA
29-Jul-15,Sprague R @ Lone Pine,SR0080,NA,210,5320,7,29,2015,920,147.9,0.86,19.04,112,7.14,8.93,90.1,48,36,11,0.5,4,229,29700,1.6,1.73,NA
29-Jul-15,Sprague R @ Power Plant,SR0090,NA,210,5320,7,29,2015,1110,160.03,1.46,20.91,112,9.59,8.93,124.7,59,46,10,0.5,8,290,27900,1.7,1.53,NA
10-Aug-15,NF Sprague @ 3411 Rd,SR0040,NA,222,5332,8,10,2015,1300,40.94,0.7,12.12,60,9.49,7.66,103.3,44,41,12,1,4,80,29900,3.1,NA,NA
10-Aug-15,SF Sprague @ Picnic Area,SR0050,NA,222,5332,8,10,2015,1040,8.39,0.68,16.14,107,9.12,7.84,108.4,28,21,9,1,4,117,35300,2.4,1.59,NA
11-Aug-15,Sprague R @ Lone Pine,SR0080,NA,223,5333,8,11,2015,935,127.42,0.78,19.11,109,7.66,9.2,96.9,36,25,7,0.5,4,253,27900,1.5,1.44,NA
11-Aug-15,Sprague R @ Power Plant,SR0090,NA,223,5333,8,11,2015,1145,133.85,1.4,21.37,103,10.59,9.33,140,44,30,6,0.5,4,237,27400,1.4,1.52,NA
12-Aug-15,Sprague R @ Godowa Rd,SR0060,NA,224,5334,8,12,2015,1140,142.89,1.28,18.43,100,9.76,8.52,121.4,47,39,3,0.5,4,111,32900,2.8,1.9,NA
12-Aug-15,Sycan R @ Drews Rd,SR0070,NA,224,5334,8,12,2015,1350,8.78,0.8,22.22,125,13.89,9.18,186,31,18,8,0.5,27,284,20600,3.4,1.11,NA
12-Aug-15,SF Sprague @ Ivory Pine,SR0150,NA,224,5334,8,12,2015,955,7.72,-1.08,18.14,204,7.38,7.73,91.2,51,28,8,0.5,4,567,42500,2,3.37,NA
13-Aug-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,225,5335,8,13,2015,1025,57.35,1.2,15.65,76,8.65,7.54,101.4,42,37,3,0.5,4,NA,32300,2.8,1.84,NA
24-Aug-15,NF Sprague @ 3411 Rd,SR0040,NA,236,5346,8,24,2015,1145,38.42,0.68,11.87,58,9.51,7.9,102.6,45,41,10,0.5,4,62,29600,2.2,1.14,NA
24-Aug-15,SF Sprague @ Picnic Area,SR0050,NA,236,5346,8,24,2015,950,7.89,0.66,16.34,106,8.99,8.09,107,32,19,10,0.5,4,133,34200,2.5,1.67,NA
24-Aug-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,236,5346,8,24,2015,1344,58.65,1.26,17.07,76,9.96,8.22,120.3,48,37,NA,0.5,4,92,31000,2.7,1.82,NA
25-Aug-15,Sprague R @ Godowa Rd,SR0060,NA,237,5347,8,25,2015,1345,147.47,1.2,19.97,99,10.58,8.82,135.5,55,39,NA,0.5,4,116,33500,3.2,2.35,NA
25-Aug-15,Sycan R @ Drews Rd,SR0070,NA,237,5347,8,25,2015,1145,8.85,0.82,19.51,125,10.33,8.78,131,33,14,9,0.5,27,257,20200,2.1,1.89,NA
25-Aug-15,SF Sprague @ Ivory Pine,SR0150,NA,237,5347,8,25,2015,950,14.23,0.04,17.86,164,7.39,7.84,90.8,55,31,15,0.5,4,359,36100,3.5,4.7,NA
26-Aug-15,Sprague R @ Lone Pine,SR0080,NA,238,5348,8,26,2015,955,145.42,0.8,19.48,109,7.44,9.1,94.4,32,16,7,0.5,4,246,28200,1.2,1.32,NA
26-Aug-15,Sprague R @ Power Plant,SR0090,NA,238,5348,8,26,2015,1140,141.3,1.44,20.44,105,10.22,9.1,132.2,44,23,6,0.5,4,257,26700,1.5,1.14,NA
08-Sep-15,NF Sprague @ 3411 Rd,SR0040,NA,251,5361,9,8,2015,1155,42.09,0.68,8.69,56,10.18,7.73,101.7,51,41,9,0.5,14,67,29800,2.1,NA,NA
08-Sep-15,SF Sprague @ Picnic Area,SR0050,NA,251,5361,9,8,2015,1000,8.9,0.68,11.52,99,9.92,7.96,106,34,13,10,0.5,10,95,35400,1.9,1.43,NA
08-Sep-15,Sprague R @ Lone Pine,SR0080,NA,251,5361,9,8,2015,1030,155.72,0.9,14.23,109,8.72,6.15,99,23,16,8,0.5,4,175,27600,1.4,1.3,NA
08-Sep-15,Sprague R @ Power Plant,SR0090,NA,251,5361,9,8,2015,1327,166.1,1.46,18.14,110,12.2,8.95,106.9,31,18,11,0.5,4,223,26200,1.5,1.54,NA
08-Sep-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,251,5361,9,8,2015,1350,65.71,1.28,12.94,73,10.47,8.09,115.5,47,33,3,0.5,4,32,31700,2.5,1.56,NA
09-Sep-15,Sprague R @ Godowa Rd,SR0060,NA,252,5362,9,9,2015,1247,156.19,1.14,16.33,94,10.29,8.28,122.2,41,34,8,0.5,10,97,32600,3.4,2.65,NA
09-Sep-15,Sycan R @ Drews Rd,SR0070,NA,252,5362,9,9,2015,1405,9.28,0.8,18.15,120,12.6,8.93,155.6,21,14,9,0.5,48,215,21800,1.7,1.13,NA
09-Sep-15,SF Sprague @ Ivory Pine,SR0150,NA,252,5362,9,9,2015,950,9.31,-1.3,12.73,142,8.66,7.39,95.2,29,17,10,0.5,10,215,32500,3,4.25,NA
21-Sep-15,NF Sprague @ 3411 Rd,SR0040,NA,264,5374,9,21,2015,1245,44.78,0.7,8.8,62,10.17,7.19,102.4,47,40,8,0.5,13,61,29800,1.6,0.68,NA
21-Sep-15,SF Sprague @ Picnic Area,SR0050,NA,264,5374,9,21,2015,1018,8.94,0.7,11.66,112,9.78,7.32,105.3,32,19,8,0.5,4,116,35000,2.2,1.81,NA
21-Sep-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,264,5374,9,21,2015,1407,57.87,1.22,13.09,76,10.48,7.85,116.4,45,35,7,0.5,4,76,32000,2,1.51,NA
22-Sep-15,Sycan R @ Drews Rd,SR0070,NA,265,5375,9,22,2015,1310,10.09,0.84,15.84,130,10.13,8.41,121,29,17,10,0.5,39,245,24300,1.7,1.2,NA
22-Sep-15,SF Sprague @ Ivory Pine,SR0150,NA,265,5375,9,22,2015,1111,9.24,-0.14,13.87,119,8.99,7.92,102.9,32,15,11,0.5,9,221,32200,3.2,6,NA
23-Sep-15,Sprague R @ Godowa Rd,SR0060,NA,266,5376,9,23,2015,955,148.99,1.06,13.38,94,8.73,7.78,98,52,38,13,0.5,21,86,33000,4.6,3.31,NA
23-Sep-15,Sprague R @ Lone Pine,SR0080,NA,266,5376,9,23,2015,1255,164.02,0.9,15.22,111,8.69,8.37,101.5,34,22,11,0.5,4,171,27300,1.5,1.5,NA
23-Sep-15,Sprague R @ Power Plant,SR0090,NA,266,5376,9,23,2015,1410,176.67,1.46,16.67,108,10.35,8.68,124.8,36,24,12,0.5,4,171,26700,1.8,1.58,NA
05-Oct-15,NF Sprague @ 3411 Rd,SR0040,NA,278,5388,10,5,2015,1145,40.5,0.7,6.46,57,10.43,7.82,99.5,47,41,9,0.5,11,53,29900,1.5,0.94,NA
05-Oct-15,SF Sprague @ Picnic Area,SR0050,NA,278,5388,10,5,2015,1010,9.17,0.72,8.54,101,10.03,7.86,100.6,29,18,9,0.5,4,83,35100,1.4,NA,NA
05-Oct-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,278,5388,10,5,2015,1340,63.3,1.22,10.29,71,10.38,7.88,108.6,52,34,9,0.5,4,87,32000,12.6,5.09,NA
06-Oct-15,Sprague R @ Godowa Rd,SR0060,NA,279,5389,10,6,2015,1124,154.83,1.04,12.46,91,9.3,7.98,101.9,46,36,13,0.5,25,99,33000,4.8,2.92,NA
06-Oct-15,Sycan R @ Drews Rd,SR0070,NA,279,5389,10,6,2015,1314,11.54,0.86,13.3,136,10,8.06,111.5,34,22,14,0.5,47,226,27700,2.4,1.46,NA
06-Oct-15,SF Sprague @ Ivory Pine,SR0150,NA,279,5389,10,6,2015,1010,10.24,-0.2,9.24,105,9.52,7.77,96.7,26,12,14,0.05,9,161,32500,2.5,5.24,NA
07-Oct-15,Sprague R @ Lone Pine,SR0080,NA,280,5390,10,7,2015,925,178.38,0.9,12.1,108,8.47,7.89,91.5,32,22,9,0.5,4,146,28200,1.8,1.78,NA
07-Oct-15,Sprague R @ Power Plant,SR0090,NA,280,5390,10,7,2015,1230,195.2,1.48,12.63,107,10.5,8.59,114.7,34,21,9,0.5,4,175,27200,5.8,3.31,NA
19-Oct-15,NF Sprague @ 3411 Rd,SR0040,NA,292,5402,10,19,2015,1150,41.9,0.68,7.51,58,10.31,7.95,100.9,51,42,9,0.5,11,62,31100,1,NA,NA
19-Oct-15,SF Sprague @ Picnic Area,SR0050,NA,292,5402,10,19,2015,1010,9.94,0.72,10.04,102,9.62,7.83,99.9,34,24,8,0.5,8,98,35600,2.5,1.87,NA
19-Oct-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,292,5402,10,19,2015,1400,64.06,1.26,10.8,72,10.21,7.93,108,48,39,10,0.5,8,67,32800,1,1.53,NA
20-Oct-15,Sycan R @ Drews Rd,SR0070,NA,293,5403,10,20,2015,1345,10.78,0.9,12.3,145,9.79,7.86,106.4,45,29,12,0.5,51,263,29600,1,1.28,NA
20-Oct-15,SF Sprague @ Ivory Pine,SR0150,NA,293,5403,10,20,2015,1100,9.86,-0.1,10.32,101,9.75,8,101.3,37,18,13,0.5,11,173,31900,2.8,8.19,NA
21-Oct-15,Sprague R @ Godowa Rd,SR0060,NA,294,5404,10,21,2015,910,160.19,1.02,9.67,92,9.42,8.01,96.5,53,39,11,0.5,35,99,33400,5.8,3.32,NA
21-Oct-15,Sprague R @ Lone Pine,SR0080,NA,294,5404,10,21,2015,1110,186.71,0.95,10.3,103,9.21,7.99,95.8,43,29,7,0.5,8,121,29400,1,2.08,NA
21-Oct-15,Sprague R @ Power Plant,SR0090,NA,294,5404,10,21,2015,1335,137.97,1.52,11.07,103,10.75,8.57,115.3,49,26,7,0.5,8,120,27900,1,1.57,NA
02-Nov-15,NF Sprague @ 3411 Rd,SR0040,NA,306,5416,11,2,2015,1300,45.07,0.7,5.88,57,10.77,7.75,101.6,52,43,6,0.5,11,69,29500,1,1.26,NA
02-Nov-15,SF Sprague @ Picnic Area,SR0050,NA,306,5416,11,2,2015,1115,12.73,0.76,6.37,87,10.8,7.72,103.1,36,14,3,0.5,8,73,36500,1,1.42,NA
02-Nov-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,306,5416,11,2,2015,1345,61.33,1.26,7.34,68,10.94,7.84,107.2,46,37,3,0.5,9,60,31500,1,1.82,NA
03-Nov-15,Sprague R @ Godowa Rd,SR0060,NA,307,5417,11,3,2015,1200,164.29,1.02,9.8,89,10.53,8.56,109.3,52,41,11,0.5,33,98,33100,3.5,2.8,NA
03-Nov-15,Sycan R @ Drews Rd,SR0070,NA,307,5417,11,3,2015,1331,13.59,0.92,7.8,167,10.31,8.09,102,60,34,11,0.5,45,365,32900,9.8,4.41,NA
03-Nov-15,SF Sprague @ Ivory Pine,SR0150,NA,307,5417,11,3,2015,921,11.79,-0.1,5.71,104,10.05,7.97,94.3,35,20,9,0.5,12,167,34000,4.4,6.15,NA
04-Nov-15,Sprague R @ Lone Pine,SR0080,NA,308,5418,11,4,2015,953,183.87,1.01,5.17,102,10.42,7.98,95.7,39,29,11,0.5,8,109,30500,2,2.6,NA
04-Nov-15,Sprague R @ Power Plant,SR0090,NA,308,5418,11,4,2015,1123,206.35,1.54,6.43,101,11.31,8.25,107.3,34,26,3,0.5,4,112,29000,1,2.49,NA
16-Nov-15,NF Sprague @ 3411 Rd,SR0040,NA,321,5431,11,16,2015,1120,34.3,0.62,1.75,52,12.08,7.93,101.2,57,47,3,0.5,14,30,30400,1,NA,NA
16-Nov-15,SF Sprague @ Picnic Area,SR0050,NA,321,5431,11,16,2015,945,7.41,0.66,0.34,92,12.43,7.87,100.2,65,26,3,0.5,4,44,37400,1,0.79,NA
16-Nov-15,N. Fork Sprague R @ Ivory Pine,SR0140,NA,321,5431,11,16,2015,1330,55.67,1.2,2.8,69,12.15,7.76,104.7,62,38,3,0.5,4,NA,31600,1,0.98,NA
17-Nov-15,Sprague R @ Godowa Rd,SR0060,NA,322,5432,11,17,2015,1117,160.57,1,7.5,90,10.27,8.17,99.8,66,43,11,0.5,42,100,33200,3.6,1.97,NA
17-Nov-15,Sycan R @ Drews Rd,SR0070,NA,322,5432,11,17,2015,1330,15.15,0.92,5.8,162,10.7,8.04,99.6,67,35,13,0.5,42,248,33400,1,1.15,NA
17-Nov-15,SF Sprague @ Ivory Pine,SR0150,NA,322,5432,11,17,2015,929,9.45,-0.2,1.8,103,11.39,8.17,95.3,54,24,11,0.5,8,182,33600,9.6,6.49,NA
18-Nov-15,Sprague R @ Lone Pine,SR0080,NA,323,5433,11,18,2015,1012,186.44,0.98,4.49,103,10.89,7.99,97.9,32,30,3,0.5,4,81,30500,2.2,2.91,NA
18-Nov-15,Sprague R @ Power Plant,SR0090,NA,323,5433,11,18,2015,1245,208.21,1.56,5.78,101,11.66,8.18,107.2,38,30,9,0.5,4,81,30600,1,2.39,NA
30-Nov-15,NF Sprague @ 3411 Rd,SR0040,NA,335,5445,11,30,2015,1112,35.59,0.64,0.85,58,12.3,8,100.6,44,46,7,0.5,20,NA,31800,1,1.04,NA
01-Dec-15,Sprague R @ Godowa Rd,SR0060,NA,336,5446,12,1,2015,1053,159.68,0.98,5.14,93,10.8,8.1,99.1,49,44,13,0.5,60,135,35300,11.8,5.33,NA
15-Dec-15,NF Sprague @ 3411 Rd,SR0040,NA,350,5460,12,15,2015,1300,56.27,0.86,0.85,54,12.53,8.04,101.3,49,44,18,0.5,14,85,29800,1,1.97,NA
15-Dec-15,SF Sprague @ Picnic Area,SR0050,NA,350,5460,12,15,2015,1010,23.17,1.16,-0.03,87,12.81,7.91,121.1,48,27,8,0.5,16,180,37200,3.2,5.27,NA
15-Dec-15,SF Sprague @ Ivory Pine,SR0150,NA,350,5460,12,15,2015,1517,25.69,0.12,-0.04,113,11.95,7.81,94.3,65,26,18,0.5,17,419,30200,22,15.7,NA
16-Dec-15,Sprague R @ Godowa Rd,SR0060,NA,351,5461,12,16,2015,943,159.53,0.98,3.51,97,10.77,7.74,94.6,64,41,21,0.5,59,183,32600,13.7,6.09,NA
16-Dec-15,Sycan R @ Drews Rd,SR0070,NA,351,5461,12,16,2015,1123,15.25,0.94,1.74,189,11.12,7.7,93.3,55,43,16,0.5,55,275,33900,1,2.03,NA
12-Jan-16,Sprague R @ Godowa Rd,SR0060,NA,12,5488,1,12,2016,1010,196.05,1,5.66,93,10.56,7.85,97.8,61,43,14,0.5,54,153,33600,9.9,3.21,NA
12-Jan-16,Sycan R @ Drews Rd,SR0070,NA,12,5488,1,12,2016,1140,19.21,0.96,2.85,81,10.8,7.77,93,74,49,9,NA,52,320,34800,3.3,2.04,NA
20-Jan-16,Sprague R @ Godowa Rd,SR0060,NA,20,5496,1,20,2016,940,952.05,3.82,0.82,61,11.01,7.47,90.1,168,77,32,1,85,764,21800,119,52,NA
20-Jan-16,Sprague R @ Lone Pine,SR0080,NA,20,5496,1,20,2016,1310,997.52,4.09,0.8,91,10.85,7.61,88.8,203,84,38,1,72,927,21700,106,35.5,NA
25-Jan-16,Sprague R @ Lone Pine,SR0080,NA,25,5501,1,25,2016,935,1415.11,4.96,2.35,91,10.35,7.46,88,136,81,24,1,61,635,24600,35.4,16.1,NA
25-Jan-16,Sprague R @ Power Plant,SR0090,NA,25,5501,1,25,2016,1300,1254.74,3.36,2.49,103,10.82,7.52,92.3,165,92,32,1,72,759,24400,47.4,22.1,NA
26-Jan-16,Sycan R @ Drews Rd,SR0070,NA,26,5502,1,26,2016,1330,132.92,2.2,2.02,79,12.42,7.52,103.7,55,26,9,0.5,23,378,25800,3.1,5.93,NA
26-Jan-16,SF Sprague R @ Ivory Pine,SR0150,NA,26,5502,1,26,2016,1037,128.1,1.43,0.9,78,11.85,7.26,96.2,78,38,14,0.5,115,572,28400,16.7,16.9,NA
27-Jan-16,SF Sprague R @ Picnic Area,SR0050,NA,27,5503,1,27,2016,1055,30.83,1.04,1.13,89,12.38,7.67,101.1,45,22,7,0.5,42,226,34200,1.6,8.74,NA
27-Jan-16,Sprague R @ Godowa Rd,SR0060,NA,27,5503,1,27,2016,1330,325.58,1.9,6.17,96,10.52,7.67,98.1,82,46,13,0.5,99,381,34200,17,12.9,NA
