DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,ZMAX,SECCHI,Z,LIGHT,TEMP (?C),COND(microS/cm),DO (mg/L),PH,PSAT (%),ORP,TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),CHLA (microg/L),PHAE (microg/L),Notes
01/18/90,Agency Lake South,KL0010,NA,18,18,1,18,1990,1500,2.5,0.5,0,NA,1.6,50,10.4,NA,86,NA,NA,NA,NA,NA,NA,335.5,NA,5.3,9.3,NA
01/18/90,Agency Lake South,KL0010,NA,18,18,1,18,1990,1500,2.5,0.5,1,NA,1.6,50,10.4,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,Agency Lake South,KL0010,NA,18,18,1,18,1990,1500,2.5,0.5,1.5,NA,1.7,50,10.4,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,Agency Lake South,KL0010,NA,18,18,1,18,1990,1500,2.5,0.5,2,NA,1.7,50,10.4,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,0,NA,2.1,60,9.7,NA,82,NA,72.4,NA,NA,NA,NA,610.6,NA,5.6,2.7,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,0.5,NA,2.1,60,9.7,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,1,NA,2.1,60,9.6,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,1.5,NA,2,60,9.6,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,2,NA,2,60,9.6,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,2.5,NA,2.1,60,9.7,NA,82,NA,75.8,NA,NA,NA,NA,1320.9,NA,1.5,10,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,3,NA,2.1,60,9.6,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,4,NA,2.1,60,9.6,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,5,NA,2.1,61,9.6,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,6,NA,2.1,62,9.6,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Eagle Ridge,KL0006,NA,18,18,1,18,1990,1212,7.6,1.1,7,NA,2.1,62,7.1,NA,60,NA,77.2,NA,NA,NA,NA,560.6,NA,4.1,5.4,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,0,NA,1.5,59,10.1,NA,84,NA,77.3,NA,NA,NA,NA,545.6,NA,7.1,3.1,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,0.5,NA,1.5,59,10.2,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,1,NA,1.5,60,10.2,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,1.5,NA,1.5,60,10.2,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,2,NA,1.5,60,10,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake,KL0005,NA,18,18,1,18,1990,1125,2.9,1.7,2.5,NA,1.5,60,10.1,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,0,NA,1.8,58,10.3,NA,86,NA,80.6,NA,NA,NA,NA,1501,NA,10.9,5.1,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,0.5,NA,1.8,58,10.3,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,1,NA,1.8,58,10.3,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,1.5,NA,1.8,58,10.3,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,2,NA,1.8,58,10.3,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Middle Lake North,KL0008,NA,18,18,1,18,1990,1344,3,0.8,2.5,NA,1.8,58,10.3,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ North Buck Island,KL0003,NA,18,18,1,18,1990,1007,2,0.9,0,NA,1.3,60,11.1,NA,91,NA,77.9,NA,NA,NA,NA,300.5,NA,2.7,13.2,NA
01/18/90,UKL @ North Buck Island,KL0003,NA,18,18,1,18,1990,1007,2,0.9,0.5,NA,1.3,60,11.1,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ North Buck Island,KL0003,NA,18,18,1,18,1990,1007,2,0.9,1,NA,1.3,60,9.9,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ North Buck Island,KL0003,NA,18,18,1,18,1990,1007,2,0.9,1.5,NA,1.3,60,9.9,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,PB,NA,NA,18,18,1,18,1990,1420,1.2,1.2,0,NA,1.5,39,10.5,NA,87,NA,67,NA,NA,NA,NA,105.4,NA,1.5,1.6,NA
01/18/90,PB,NA,NA,18,18,1,18,1990,1420,1.2,1.2,0.5,NA,1.5,39,10.5,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,PB,NA,NA,18,18,1,18,1990,1420,1.2,1.2,1,NA,1.5,39,10.5,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Pelican Marina,KL0002,NA,18,18,1,18,1990,925,2.1,1.1,0,NA,1,60,11,NA,90,NA,79.1,NA,NA,NA,NA,1651,NA,7.1,5.6,NA
01/18/90,UKL @ Pelican Marina,KL0002,NA,18,18,1,18,1990,925,2.1,1.1,0.5,NA,1,60,11,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Pelican Marina,KL0002,NA,18,18,1,18,1990,925,2.1,1.1,1,NA,1,60,11,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Pelican Marina,KL0002,NA,18,18,1,18,1990,925,2.1,1.1,1.5,NA,1,61,11.1,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Pelican Marina,KL0002,NA,18,18,1,18,1990,925,2.1,1.1,2,NA,1,61,11.1,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,0,NA,1.8,59,9.9,NA,83,NA,91.1,NA,NA,NA,NA,1255.9,NA,6.8,3.8,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,0.5,NA,1.8,59,9.9,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,1,NA,1.8,59,9.9,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,1.5,NA,1.8,59,9.9,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,2,NA,1.8,59,9.9,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Shoal Water Bay,KL0007,NA,18,18,1,18,1990,1308,3,0.7,2.5,NA,1.8,59,9.9,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Wocus Bay,KL0004,NA,18,18,1,18,1990,1045,1.6,1,0,NA,1.3,60,10,NA,82,NA,82.4,NA,NA,NA,NA,1335.9,NA,6.2,6.5,NA
01/18/90,UKL @ Wocus Bay,KL0004,NA,18,18,1,18,1990,1045,1.6,1,0.5,NA,1.3,60,10,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Wocus Bay,KL0004,NA,18,18,1,18,1990,1045,1.6,1,1,NA,1.3,60,10,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/18/90,UKL @ Wocus Bay,KL0004,NA,18,18,1,18,1990,1045,1.6,1,1.5,NA,1.3,60,10,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,Agency Lake South,KL0010,NA,75,75,3,16,1990,1345,2.1,0.9,0,NA,5.7,60,11.6,7.85,107,NA,75.7,NA,NA,NA,NA,855.7,NA,5,3.5,NA
03/16/90,Agency Lake South,KL0010,NA,75,75,3,16,1990,1345,2.1,0.9,0.5,NA,5.7,60,11.4,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,Agency Lake South,KL0010,NA,75,75,3,16,1990,1345,2.1,0.9,1,NA,5.7,60,11.2,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,Agency Lake South,KL0010,NA,75,75,3,16,1990,1345,2.1,0.9,1.5,NA,5.2,60,11.2,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,Agency Lake South,KL0010,NA,75,75,3,16,1990,1345,2.1,0.9,2,NA,4.5,60,11.2,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,0,NA,4.2,62,10.3,7.75,92,NA,93.5,NA,NA,NA,NA,1756.1,NA,3.2,3.2,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,0.5,NA,4.1,62,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,1,NA,4.1,62,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,1.5,NA,4,62,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,2,NA,4,62,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,3,NA,3.9,62,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,4,NA,3.9,63,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,5,NA,3.9,65,10.3,7.65,91,NA,55.3,NA,NA,NA,NA,2261.3,NA,5,1.8,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,6,NA,3.9,66,10.3,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Eagle Ridge,KL0006,NA,75,75,3,16,1990,1110,7,1.2,6.5,NA,3.9,66,10.2,7.66,90,NA,63.3,NA,NA,NA,NA,1776.1,NA,4.7,2.4,NA
03/16/90,UKL @ Middle Lake,KL0005,NA,75,75,3,16,1990,1035,2.5,1.2,0,NA,4.5,65,10.5,7.75,94,NA,59.3,NA,NA,NA,NA,1901.1,NA,5.3,2.4,NA
03/16/90,UKL @ Middle Lake,KL0005,NA,75,75,3,16,1990,1035,2.5,1.2,0.5,NA,4.5,65,10.5,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake,KL0005,NA,75,75,3,16,1990,1035,2.5,1.2,1,NA,4.4,65,10.6,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake,KL0005,NA,75,75,3,16,1990,1035,2.5,1.2,1.5,NA,4.4,65,10.6,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,0,NA,6,65,11.3,7.73,105,NA,98.1,NA,NA,NA,NA,1611,NA,4.7,2.8,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,0.5,NA,5.7,65,11.1,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,1,NA,4.9,65,11,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,1.5,NA,4.3,65,11,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,2,NA,4.2,65,11,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Middle Lake North,KL0008,NA,75,75,3,16,1990,1245,3.1,1.1,3,NA,4.1,65,10.7,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ North Buck Island,KL0003,NA,75,75,3,16,1990,925,2.5,1.1,0,NA,4.6,65,11.1,8.09,100,NA,70.9,NA,NA,NA,NA,2036.2,NA,9.4,3,NA
03/16/90,UKL @ North Buck Island,KL0003,NA,75,75,3,16,1990,925,2.5,1.1,0.5,NA,4.6,65,11.1,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ North Buck Island,KL0003,NA,75,75,3,16,1990,925,2.5,1.1,1,NA,4.6,65,11.2,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ North Buck Island,KL0003,NA,75,75,3,16,1990,925,2.5,1.1,1.5,NA,4.6,65,11.2,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ North Buck Island,KL0003,NA,75,75,3,16,1990,925,2.5,1.1,2,NA,4.6,65,11.2,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,PB,NA,NA,75,75,3,16,1990,1310,1.8,1.8,0,NA,6,97,11.4,7.49,106,NA,54.6,NA,NA,NA,NA,140.4,NA,2.1,0.8,NA
03/16/90,PB,NA,NA,75,75,3,16,1990,1310,1.8,1.8,0.5,NA,6,97,11.1,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,PB,NA,NA,75,75,3,16,1990,1310,1.8,1.8,1,NA,6,97,10.8,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,PB,NA,NA,75,75,3,16,1990,1310,1.8,1.8,1.5,NA,6,97,10.8,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Pelican Marina,KL0002,NA,75,75,3,16,1990,835,2.5,1.1,0,NA,5.2,70,10,7.74,91,NA,115.8,NA,NA,NA,NA,2116.2,NA,3.5,1.5,NA
03/16/90,UKL @ Pelican Marina,KL0002,NA,75,75,3,16,1990,835,2.5,1.1,0.5,NA,5.2,70,10,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Pelican Marina,KL0002,NA,75,75,3,16,1990,835,2.5,1.1,1,NA,5.2,70,10.1,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Pelican Marina,KL0002,NA,75,75,3,16,1990,835,2.5,1.1,1.5,NA,5.2,70,10.1,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Pelican Marina,KL0002,NA,75,75,3,16,1990,835,2.5,1.1,2,NA,5.2,70,10.1,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,0,NA,4.5,62,10.6,7.73,95,NA,63.2,NA,NA,NA,NA,1511,NA,5.3,1.8,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,0.5,NA,4.5,62,10.6,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,1,NA,4.4,62,10.6,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,1.5,NA,4.4,62,10.6,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,2,NA,4.3,63,10.5,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Shoal Water Bay,KL0007,NA,75,75,3,16,1990,1220,3.2,1.2,3,NA,4.3,64,10.4,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Wocus Bay,KL0004,NA,75,75,3,16,1990,955,2,1.1,0,NA,5,67,10.2,7.64,93,NA,63.6,NA,NA,NA,NA,1996.2,NA,3.8,1.4,NA
03/16/90,UKL @ Wocus Bay,KL0004,NA,75,75,3,16,1990,955,2,1.1,0.5,NA,4.9,67,10.2,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Wocus Bay,KL0004,NA,75,75,3,16,1990,955,2,1.1,1,NA,4.9,67,10.2,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/16/90,UKL @ Wocus Bay,KL0004,NA,75,75,3,16,1990,955,2,1.1,1.5,NA,4.8,67,10.2,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,Agency Lake South,KL0010,NA,136,136,5,16,1990,1422,2.1,2.1,0,NA,15.56,82,8.8,8.34,102,NA,91,26,NA,NA,NA,382,NA,9.6,1.6,NA
05/16/90,Agency Lake South,KL0010,NA,136,136,5,16,1990,1422,2.1,2.1,1,NA,15.2,84,8.9,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,Agency Lake South,KL0010,NA,136,136,5,16,1990,1422,2.1,2.1,2,NA,14.6,82,9.2,NA,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,0,NA,15.1,90,9.2,8.52,106,NA,99,26,NA,NA,NA,679,NA,10.7,3.7,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,1,NA,14.2,88,8.9,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,2,NA,13.9,88,8.7,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,3,NA,13.8,88,8.6,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,4,NA,13.8,88,8.4,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,5,NA,13.7,88,8.3,8.46,93,NA,191,27,NA,NA,NA,684,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,6,NA,13.7,88,8.3,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,7,NA,13.7,89,8.3,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,8,NA,13.7,89,8.2,8.43,92,NA,103,24,NA,NA,NA,646,NA,NA,NA,NA
05/16/90,UKL @ Eagle Ridge,KL0006,NA,136,136,5,16,1990,1129,8.6,1.5,8.5,NA,13.6,89,8.1,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake,KL0005,NA,136,136,5,16,1990,1038,3.1,1.5,0,NA,14.8,88,9.1,8.5,104,NA,117,15,NA,NA,NA,617,NA,12.3,3.4,NA
05/16/90,UKL @ Middle Lake,KL0005,NA,136,136,5,16,1990,1038,3.1,1.5,1,NA,13.6,87,8.8,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake,KL0005,NA,136,136,5,16,1990,1038,3.1,1.5,2,NA,13.3,87,8.8,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake,KL0005,NA,136,136,5,16,1990,1038,3.1,1.5,3,NA,13.3,87,8.7,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake North,KL0008,NA,136,136,5,16,1990,1313,3.5,1.2,0,NA,14.1,87,9.1,8.49,103,NA,195,15,NA,NA,NA,713,NA,9.1,2.1,NA
05/16/90,UKL @ Middle Lake North,KL0008,NA,136,136,5,16,1990,1313,3.5,1.2,1,NA,14.1,87,9.1,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake North,KL0008,NA,136,136,5,16,1990,1313,3.5,1.2,2,NA,13.8,87,9.1,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake North,KL0008,NA,136,136,5,16,1990,1313,3.5,1.2,3,NA,13,85,8.8,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Middle Lake North,KL0008,NA,136,136,5,16,1990,1313,3.5,1.2,3.4,NA,12.9,85,8.8,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ North Buck Island,KL0003,NA,136,136,5,16,1990,930,2.3,1.3,0,NA,13.8,88,8.7,8.6,97,NA,124,21,NA,NA,NA,708,NA,12.8,3.3,NA
05/16/90,UKL @ North Buck Island,KL0003,NA,136,136,5,16,1990,930,2.3,1.3,1,NA,13.4,88,8.8,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ North Buck Island,KL0003,NA,136,136,5,16,1990,930,2.3,1.3,2,NA,13.4,88,8.7,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ North Buck Island,KL0003,NA,136,136,5,16,1990,930,2.3,1.3,2.2,NA,13.3,88,8.7,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,PB,NA,NA,136,136,5,16,1990,1341,1.8,1.8,0,NA,14.45,55,9.3,8.08,106,NA,96,27,NA,NA,NA,258,NA,2.1,2.4,NA
05/16/90,PB,NA,NA,136,136,5,16,1990,1341,1.8,1.8,1,NA,14.4,60,9.3,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,PB,NA,NA,136,136,5,16,1990,1341,1.8,1.8,1.5,NA,14.3,60,9.6,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Pelican Marina,KL0002,NA,136,136,5,16,1990,840,2.3,1.2,0,NA,14.1,88,8.6,8.64,97,NA,123,22,NA,NA,NA,684,NA,7.5,2.6,NA
05/16/90,UKL @ Pelican Marina,KL0002,NA,136,136,5,16,1990,840,2.3,1.2,0.5,NA,14,88,8.6,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Pelican Marina,KL0002,NA,136,136,5,16,1990,840,2.3,1.2,1,NA,13.9,87,8.6,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Pelican Marina,KL0002,NA,136,136,5,16,1990,840,2.3,1.2,2,NA,13.8,87,8.4,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Pelican Marina,KL0002,NA,136,136,5,16,1990,840,2.3,1.2,2.2,NA,13.8,88,8.4,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Shoal Water Bay,KL0007,NA,136,136,5,16,1990,1250,2.9,1.2,0,NA,15.2,90,9,8.47,104,NA,176,20,NA,NA,NA,634,NA,8,4,NA
05/16/90,UKL @ Shoal Water Bay,KL0007,NA,136,136,5,16,1990,1250,2.9,1.2,1,NA,15.2,90,8.9,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Shoal Water Bay,KL0007,NA,136,136,5,16,1990,1250,2.9,1.2,2,NA,14.6,89,9,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/16/90,UKL @ Shoal Water Bay,KL0007,NA,136,136,5,16,1990,1250,2.9,1.2,2.8,NA,13.8,89,8.5,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
