DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
09/25/12,Wood R @ Weed Rd,WR3000,NA,269,4284,9,25,2012,930,249.4,6.18,7.3,104,10.2,7.29,84.2,94,67,13,NA,16,78,37900,NA,NA,NA
10/09/12,Wood R @ Weed Rd,WR3000,NA,284,4299,10,9,2012,951,297.7,6.66,6.1,105,10.4,7.15,83.8,77,64,11,NA,19,96,38800,NA,NA,NA
10/24/12,Wood R @ Weed Rd,WR3000,NA,298,4313,10,24,2012,943,342.5,6.82,4.7,99,10.4,7.16,80.6,86,65,17,NA,15,133,38600,NA,NA,NA
11/19/12,Wood R @ Weed Rd,WR3000,NA,324,4339,11,19,2012,923,NA,6.78,5,103,10.4,7.29,81.8,83,64,6,NA,19,93,39200,NA,NA,NA
12/17/12,Wood R @ Weed Rd,WR3000,NA,353,4368,12,17,2012,955,386.6,6.83,3.2,98,11,7.19,82.2,90,62,19,NA,27,105,37200,NA,NA,NA
01/03/13,Wood R @ Weed Rd,WR3000,NA,3,4383,1,3,2013,1240,318.7,6.78,3.1,106,11.3,7,83.8,94,68,17,0.5,28,104,39600,NA,NA,NA
01/15/13,Wood R @ Weed Rd,WR3000,NA,15,4395,1,15,2013,1046,314,6.65,2.6,104,11.6,6.18,85.2,101,71,22,0.5,25,136,39500,NA,NA,NA
01/28/13,Wood R @ Weed Rd,WR3000,NA,28,4408,1,28,2013,956,339,6.79,4,102,11,6.97,83.5,85,68,26,0.5,26,97,39200,NA,NA,NA
02/14/13,Wood R @ Weed Rd,WR3000,NA,45,4425,2,14,2013,1131,312.7,6.55,4.6,103,11.2,7.28,86.5,86,65,12,0.5,25,77,39100,NA,NA,NA
02/25/13,Wood R @ Weed Rd,WR3000,NA,56,4436,2,25,2013,1320,314.9,6.48,5.4,101,11,7.45,87.1,82,67,12,0.5,24,72,39100,NA,NA,NA
02/28/13,Wood R @ Weed Rd,WR3000,NA,59,4439,2,28,2013,935,313.8,6.44,5.3,98,10.6,7.17,83.9,89,67,11,0.5,23,101,38500,NA,NA,NA
03/13/13,Wood R @ Weed Rd,WR3000,NA,72,4452,3,13,2013,927,343.3,6.58,4.8,98,10.6,6.65,82.2,85,61,15,0.5,21,101,40000,NA,NA,NA
03/19/13,Wood R @ Weed Rd,WR3000,NA,78,4458,3,19,2013,917,367.6,6.77,4.5,104,10.4,6.45,80.5,106,66,6,0.5,18,159,37100,NA,NA,NA
03/26/13,Wood R @ Weed Rd,WR3000,NA,85,4465,3,26,2013,1110,388,6.78,6.1,93,10.2,6.89,81.8,96,60,40,0.5,19,142,36000,NA,NA,NA
04/10/13,Wood R @ Weed Rd,WR3000,NA,100,4480,4,10,2013,1120,358.7,6.54,6.1,98,10.4,7.09,84,91,63,8,0.5,23,78,38900,NA,NA,NA
04/22/13,Wood R @ Weed Rd,WR3000,NA,112,4492,4,22,2013,1015,296.4,6.16,6.2,98,10.3,6.49,83.5,91,66,7,0.5,19,154,38600,NA,NA,NA
05/07/13,Wood R @ Weed Rd,WR3000,NA,127,4507,5,7,2013,936,255,5.75,8,95,9.9,7.19,83.4,94,65,13,0.5,19,106,37600,NA,NA,NA
06/05/13,Wood R @ Weed Rd,WR3000,NA,156,4536,6,5,2013,948,124.2,5.65,10.1,99,9.6,7.12,85.5,84,67,14,0.5,16,97,38400,NA,NA,NA
07/03/13,Wood R @ Weed Rd,WR3000,NA,184,4564,7,3,2013,955,168.5,5.09,11.7,101,NA,8.92,102.4,88,72,9,0.5,11,86,39200,NA,NA,NA
07/08/13,Wood R @ Weed Rd,WR3000,NA,189,4569,7,8,2013,1455,202.7,5.36,13.4,105,9.9,7.52,110.7,87,73,8,0.5,10,72,38100,NA,NA,NA
07/15/13,Wood R @ Weed Rd,WR3000,NA,196,4576,7,15,2013,913,230.1,5.48,9.3,102,10.3,NA,104,83,68,3,0.5,12,73,38600,NA,NA,NA
07/23/13,Wood R @ Weed Rd,WR3000,NA,204,4584,7,23,2013,1230,224.6,5.74,10.1,102,10.3,7.61,106.2,83,69,3,0.5,13,49,38900,NA,NA,NA
07/31/13,Wood R @ Weed Rd,WR3000,NA,212,4592,7,31,2013,1230,261.7,5.68,9.5,101,10.3,7.62,105.3,81,70,3,0.5,12,60,38700,NA,NA,NA
08/07/13,Wood R @ Weed Rd,WR3000,NA,219,4599,8,7,2013,951,240.5,5.75,8.6,103,10,7.69,99.1,83,69,3,0.5,13,52,38300,NA,NA,NA
08/14/13,Wood R @ Weed Rd,WR3000,NA,226,4606,8,14,2013,948,231.6,5.72,8.2,104,10.6,7.6,104.2,84,71,3,0.5,15,51,39300,NA,NA,NA
08/26/13,Wood R @ Weed Rd,WR3000,NA,238,4618,8,26,2013,1028,308.8,6.27,8.4,95,9.8,7.55,97.8,86,63,3,0.5,22,87,39000,NA,NA,NA
09/10/13,Wood R @ Weed Rd,WR3000,NA,253,4633,9,10,2013,1245,247.4,5.94,9.3,100,10.4,7.19,106,94,77,10,0.5,18,87,38900,NA,NA,NA
09/24/13,Wood R @ Weed Rd,WR3000,NA,267,4647,9,24,2013,920,300.5,6.1,7.2,98,10.1,7.67,98.5,84,67,3,0.5,15,50,40200,NA,NA,NA
10/09/13,Wood R @ Weed Rd,WR3000,NA,282,4662,10,9,2013,915,308.6,6.23,5.2,97,10.5,7.63,96.9,81,67,14,0.5,19,56,39500,NA,NA,NA
10/22/13,Wood R @ Weed Rd,WR3000,NA,295,4675,10,22,2013,1000,304,6.8,5.3,96,10.7,7.61,98.8,81,68,9,0.5,16,58,39500,NA,NA,NA
11/04/13,Wood R @ Weed Rd,WR3000,NA,308,4688,11,4,2013,1430,299.6,6.11,6.2,98,11.1,7.5,104.4,87,70,3,0.5,13,35,39300,NA,NA,NA
11/19/13,Wood R @ Weed Rd,WR3000,NA,323,4703,11,19,2013,933,321.9,6.31,5.6,95,10.4,7.17,97.5,84,68,3,0.5,17,62,38500,NA,NA,NA
12/03/13,Wood R @ Weed Rd,WR3000,NA,337,4717,12,3,2013,945,316,6.34,3.3,95,11,7.65,97.1,92,69,9,0.5,22,78,38600,NA,NA,NA
12/17/13,Wood R @ Weed Rd,WR3000,NA,351,4731,12,17,2013,946,321.4,6.21,2.9,98,11.2,7.16,96.3,87,66,3,0.5,22,56,39200,NA,NA,NA
12/19/13,Wood R @ Weed Rd,WR3000,NA,353,4733,12,19,2013,1136,317.3,6.24,3.7,97,11.1,7.7,98.6,86,67,3,0.5,19,62,39300,NA,NA,NA
01/14/14,Wood R @ Weed Rd,WR3000,NA,14,4759,1,14,2014,925,303.6,6.2,3.8,96,11.2,7.64,97.5,89,69,9,0.5,26,71,38000,NA,NA,NA
01/28/14,Wood R @ Weed Rd,WR3000,NA,28,4773,1,28,2014,1220,302,6.15,5.5,95,10.8,7.9,100.1,89,66,3,0.5,23,47,40500,NA,NA,NA
01/29/14,Wood R @ Weed Rd,WR3000,NA,29,4774,1,29,2014,1345,415.8,6.83,4.5,84,10.9,7.15,98.7,181,77,9,0.5,26,377,33400,NA,NA,NA
02/11/14,Wood R @ Weed Rd,WR3000,NA,42,4787,2,11,2014,1250,345.8,6.29,5.8,94,10.8,7.76,100.4,87,80,8,0.5,19,112,37000,NA,NA,NA
02/25/14,Wood R @ Weed Rd,WR3000,NA,56,4801,2,25,2014,1245,349.1,6.35,6.8,94,10.7,7.13,102.3,101,68,17,0.5,27,93,38400,NA,NA,NA
03/18/14,Wood R @ Weed Rd,WR3000,NA,77,4822,3,18,2014,1255,312.5,9,5.4,91,11.2,7.62,102.8,82,65,14,0.5,23,65,38500,NA,NA,NA
03/24/14,Wood R @ Weed Rd,WR3000,NA,83,4828,3,24,2014,1008,365.5,6.3,4.7,92,10.9,7.48,98.5,80,63,10,0.5,19,61,38600,NA,NA,NA
04/08/14,Wood R @ Weed Rd,WR3000,NA,98,4843,4,8,2014,935,349.3,6.27,6.2,91,10.5,7.43,98.6,84,62,7,0.5,19,78,38900,NA,NA,NA
04/21/14,Wood R @ Weed Rd,WR3000,NA,111,4856,4,21,2014,945,248.7,5.51,6.8,93,10.3,7.44,98.7,107,72,10,0.5,11,94,38000,NA,NA,NA
05/06/14,Wood R @ Weed Rd,WR3000,NA,126,4871,5,6,2014,1315,202.8,5.33,8.5,96,10.7,7.54,107.2,77,63,7,0.5,15,82,38600,NA,NA,NA
05/14/14,Wood R @ Weed Rd,WR3000,NA,134,4879,5,14,2014,1210,170.3,5.01,10,93,10.3,7.61,105.4,82,69,3,0.5,14,104,37800,NA,NA,NA
05/21/14,Wood R @ Weed Rd,WR3000,NA,141,4886,5,21,2014,1329,136,4.7,10.7,94,10.4,7.61,109,80,63,12,0.5,14,87,37400,NA,NA,NA
06/04/14,Wood R @ Weed Rd,WR3000,NA,155,4900,6,4,2014,1347,106.4,7.58,11.5,99,10.3,7.71,110.4,81,66,3,0.5,11,59,37900,NA,NA,NA
06/12/14,Wood R @ Weed Rd,WR3000,NA,157,4902,6,12,2014,855,192,5,8.9,103,9.8,7.46,99.7,84,68,12,0.5,13,59,37900,NA,NA,NA
06/18/14,Wood R @ Weed Rd,WR3000,NA,169,4914,6,18,2014,1245,190.3,5.2,9.5,101,10.5,7.63,107.1,80,66,3,0.5,11,49,37500,NA,NA,NA
07/02/14,Wood R @ Weed Rd,WR3000,NA,183,4928,7,2,2014,115,192.2,5.2,12.4,100,10,7.63,110.1,79,70,11,0.5,11,71,38000,NA,NA,NA
07/15/14,Wood R @ Weed Rd,WR3000,NA,196,4941,7,15,2014,1305,196.5,5.14,11.8,102,10.2,7.47,109.8,113,73,3,0.5,11,67,38100,NA,NA,NA
07/29/14,Wood R @ Weed Rd,WR3000,NA,210,4955,7,29,2014,1315,208.2,5.3,11.5,101,10.4,7.55,110.3,103,73,10,0.5,8,54,37800,NA,NA,NA
08/13/14,Wood R @ Weed Rd,WR3000,NA,225,4970,8,13,2014,1330,202.5,5.3,11,99,10.5,7.65,111.4,82,70,6,0.5,4,42,37700,NA,NA,NA
08/26/14,Wood R @ Weed Rd,WR3000,NA,238,4983,8,26,2014,1310,183.5,5.19,10.3,101,10.4,7.66,108.5,87,71,3,0.5,13,59,37700,NA,NA,NA
09/09/14,Wood R @ Weed Rd,WR3000,NA,252,4997,9,9,2014,1255,204.3,5.12,8.8,101,10.5,7.25,105.6,84,69,8,0.5,12,45,38200,NA,NA,NA
09/23/14,Wood R @ Weed Rd,WR3000,NA,266,5011,9,23,2014,1245,218,5.46,8.9,102,10.6,7.58,107.5,87,71,10,0.5,4,51,38500,NA,NA,NA
10/07/14,Wood R @ Weed Rd,WR3000,NA,280,5025,10,7,2014,1310,209.3,5.62,7.8,98,11.1,7.67,108.7,83,70,6,0.5,15,49,38500,NA,NA,NA
10/21/14,Wood R @ Weed Rd,WR3000,NA,294,5039,10,21,2014,100,224.7,5.74,6.6,99,10.9,7.73,103.4,84,71,9,0.5,14,45,38500,NA,NA,NA
11/04/14,Wood R @ Weed Rd,WR3000,NA,308,5053,11,4,2014,1340,327.1,6.04,6.6,96,10.6,7.22,100.4,82,66,9,0.5,15,51,38300,NA,NA,NA
11/18/14,Wood R @ Weed Rd,WR3000,NA,322,5067,11,18,2014,1340,300.6,6,4.6,97,11.3,7.35,101.9,85,72,20,0.5,18,66,38900,NA,NA,NA
12/02/14,Wood R @ Weed Rd,WR3000,NA,336,5081,12,2,2014,1310,308.3,6.24,5.4,97,10.5,7.27,97.9,83,71,21,0.5,23,87,39700,NA,NA,NA
12/09/14,Wood R @ Weed Rd,WR3000,NA,343,5088,12,9,2014,1315,331.8,6.32,6,97,10.7,7.49,100,80,73,9,0.5,27,86,38200,NA,NA,NA
12/17/14,Wood R @ Weed Rd,WR3000,NA,351,5096,12,17,2014,1310,322.3,6.35,5.1,96,10.4,7.33,96.3,93,79,8,0.5,22,112,38500,NA,NA,NA
12/31/14,Wood R @ Weed Rd,WR3000,NA,365,5110,12,31,2014,920,309.6,6.27,2,96,11.2,6.39,93,90,66,9,0.5,31,80,39100,NA,NA,NA
01/13/15,Wood R @ Weed Rd,WR3000,NA,13,5123,1,13,2015,1345,302.5,6.34,5.8,94,11.1,7.55,102.1,87,65,10,0.5,24,66,39100,NA,NA,NA
01/27/15,Wood R @ Weed Rd,WR3000,NA,27,5137,1,27,2015,1355,297,6.34,5.8,93,10.8,7.39,100.9,83,67,3,0.5,22,62,38400,NA,NA,NA
02/08/15,Wood R @ Weed Rd,WR3000,NA,39,5149,2,8,2015,945,404.5,6.97,5.2,91,10,7.18,92.4,87,63,9,0.5,28,148,35500,NA,NA,NA
02/18/15,Wood R @ Weed Rd,WR3000,NA,49,5159,2,18,2015,1310,287.3,6.38,6,93,11.1,7.49,103.5,83,66,9,0.5,22,180,38000,NA,NA,NA
03/03/15,Wood R @ Weed Rd,WR3000,NA,62,5172,3,3,2015,1330,287.1,6.3,6,93,11,7.37,102.7,80,65,8,0.5,21,59,38400,NA,NA,NA
03/17/15,Wood R @ Weed Rd,WR3000,NA,76,5186,3,17,2015,1310,330.6,6.49,7.2,93,NA,7.31,NA,94,63,12,0.5,21,86,37700,NA,NA,NA
04/01/15,Wood R @ Weed Rd,WR3000,NA,91,5201,4,1,2015,1303,314.5,6.4,6.3,92,11.3,7.57,105.8,75,64,9,0.5,25,61,38100,NA,NA,NA
04/16/15,Wood R @ Weed Rd,WR3000,NA,106,5216,4,16,2015,1055,235.6,5.85,6.2,98,11,7.49,102.7,79,68,3,0.5,18,61,38600,NA,NA,NA
04/30/15,Wood R @ Weed Rd,WR3000,NA,120,5230,4,30,2015,1050,192.4,5.27,7.1,99,10.7,7.42,102.7,82,72,3,0.5,12,60,38100,NA,NA,NA
05/13/15,Wood R @ Weed Rd,WR3000,NA,133,5243,5,13,2015,1010,191,5.19,6.7,99,10.7,7.52,102.7,80,66,6,0.5,12,62,38200,NA,NA,NA
05/28/15,Wood R @ Weed Rd,WR3000,NA,148,5258,5,28,2015,1300,231.8,5.65,10.7,100,10.4,7.52,109.5,82,69,9,0.5,14,61,38500,NA,NA,NA
06/12/15,Wood R @ Weed Rd,WR3000,NA,163,5273,6,12,2015,1310,NA,5.37,10.9,99,10.4,7.59,110.3,89,74,3,0.5,13,61,38100,NA,NA,NA
07/06/15,Wood R @ Weed Rd,WR3000,NA,187,5297,7,6,2015,1128,189.4,5.33,10.3,101,10.5,7.35,108.6,84,73,10,0.5,16,57,39100,NA,NA,NA
07/16/15,Wood R @ Weed Rd,WR3000,NA,197,5307,7,16,2015,1002,211.3,5.42,8.8,101,10.3,7.02,103.6,78,74,12,0.5,18,44,39000,NA,NA,NA
07/22/15,Wood R @ Weed Rd,WR3000,NA,203,5313,7,22,2015,1000,215.8,5.42,8.7,102,10.4,7.18,104.2,82,72,14,0.5,14,53,38400,NA,NA,NA
08/05/15,Wood R @ Weed Rd,WR3000,NA,217,5327,8,5,2015,1002,206.8,5.3,9.1,102,10.2,7.12,102.7,81,71,11,1,13,49,38900,NA,NA,NA
08/18/15,Wood R @ Weed Rd,WR3000,NA,230,5340,8,18,2015,1315,NA,NA,10.1,102,10.7,7.56,111,80,72,11,0.5,13,34,39100,NA,NA,NA
09/02/15,Wood R @ Weed Rd,WR3000,NA,245,5355,9,2,2015,1330,187.7,5.19,9.7,97,10.5,7.9,108.7,84,72,7,0.5,13,15,39500,NA,NA,NA
09/15/15,Wood R @ Weed Rd,WR3000,NA,258,5368,9,15,2015,917,211.6,5.46,6.4,94,10,7.74,96.3,72,68,9,0.5,12,15,38200,NA,NA,NA
09/29/15,Wood R @ Weed Rd,WR3000,NA,272,5382,9,29,2015,950,250.1,5.67,6.6,97,10.2,7.5,97.7,115,69,8,0.5,15,36,39900,NA,NA,NA
10/13/15,Wood R @ Weed Rd,WR3000,NA,286,5396,10,13,2015,1303,252.9,5.7,7.6,96,10.7,7.78,104.6,77,70,10,0.5,13,31,39300,NA,NA,NA
10/26/15,Wood R @ Weed Rd,WR3000,NA,299,5409,10,26,2015,1300,266.7,5.8,6.7,95,11,7.83,105.3,76,69,11,0.5,14,31,40000,NA,NA,NA
11/10/15,Wood R @ Weed Rd,WR3000,NA,315,5425,11,10,2015,1226,251.8,5.85,5,96,11.4,7.82,103.9,93,74,3,0.5,17,15,39700,NA,NA,NA
11/23/15,Wood R @ Weed Rd,WR3000,NA,328,5438,11,23,2015,1215,286.3,6,4.1,95,10.8,7.76,97.1,75,68,3,0.5,23,76,39800,NA,NA,NA
12/08/15,Wood R @ Weed Rd,WR3000,NA,343,5453,12,8,2015,909,370,6.49,5.6,85,10.4,7.48,96.8,128,63,8,0.5,35,203,36900,NA,NA,NA
01/05/16,Wood R @ Weed Rd,WR3000,NA,5,1281,1,5,2016,1040,300.7,6.1,4.6,96,10.3,7.32,95.6,86,71,9,0.5,31,79,39900,8.7,1.52,NA
02/02/16,Wood R @ Weed Rd,WR3000,NA,33,1309,2,2,2016,950,319,6.16,3.1,99,10.9,7.38,94.8,103,81,15,0.5,30,158,39100,5.5,NA,NA
03/01/16,Wood R @ Weed Rd,WR3000,NA,61,1337,3,1,2016,950,327.4,6.3,5.1,98,10.4,7.34,95.5,91,74,15,0.5,27,140,40200,4.6,1.07,NA
03/07/16,Wood R @ Weed Rd,WR3000,NA,67,1343,3,7,2016,945,527,7.12,3.1,82,10,6.79,88.1,88,66,17,0.5,35,239,32200,13.7,2.18,NA
03/16/16,Wood R @ Weed Rd,WR3000,NA,76,1352,3,16,2016,1300,300.2,6.34,6.1,95,10.4,7.41,97.2,86,69,12,0.5,32,126,39700,5.2,NA,NA
03/29/16,Wood R @ Weed Rd,WR3000,NA,89,1365,3,29,2016,1205,309.2,6.1,5.4,97,10.9,7.43,101.2,81,68,9,0.5,22,53,39300,5.3,2.16,NA
04/12/16,Wood R @ Weed Rd,WR3000,NA,103,1379,4,12,2016,1346,328.3,5.92,9.3,83,10.6,7.56,107.9,95,65,9,0.5,21,85,35900,11.7,4.27,NA
04/25/16,Wood R @ Weed Rd,WR3000,NA,116,1392,4,25,2016,1330,247.7,5.5,7.3,88,10.9,7.45,106.2,82,64,16,0.5,15,63,38700,5.2,NA,NA
05/10/16,Wood R @ Weed Rd,WR3000,NA,131,1407,5,10,2016,1210,225.4,5.52,8.4,87,10.6,7.57,104.8,86,63,9,0.5,13,87,35300,7.2,NA,NA
05/24/16,Wood R @ Weed Rd,WR3000,NA,145,1421,5,24,2016,1229,213.7,6.07,8.9,92,10.5,7.62,106.7,91,68,7,0.5,14,553,39100,115.7,1.83,NA
06/07/16,Wood R @ Weed Rd,WR3000,NA,159,1435,6,7,2016,940,202.6,5.2,10.3,81,9.7,7.43,100.9,85,63,10,0.5,15,65,36800,15.1,NA,NA
06/20/16,Wood R @ Weed Rd,WR3000,NA,172,1448,6,20,2016,1210,NA,5.8,10.2,91,10.2,7.26,105.2,93,77,8,0.5,8,84,39300,3,1.19,NA
07/07/16,Wood R @ Weed Rd,WR3000,NA,189,1465,7,7,2016,1430,200.1,5.21,11.6,95,10.4,7.66,112.2,82,72,13,0.5,9,46,38800,1,0.904,NA
07/19/16,Wood R @ Weed Rd,WR3000,NA,201,1477,7,19,2016,1338,250.8,5.2,11.4,96,10.6,NA,113.7,83,69,3,0.5,12,41,39100,1.8,1.02,NA
08/02/16,Wood R @ Weed Rd,WR3000,NA,215,1491,8,2,2016,1010,158.2,5.02,9.1,99,9.2,6.7,93.4,89,71,8,0.5,10,39,39000,1.6,1,NA
08/18/16,Wood R @ Weed Rd,WR3000,NA,231,1507,8,18,2016,1040,167.3,5.04,9.7,100,10.1,7.22,103.6,83,73,11,0.5,11,53,38800,3.6,0.77,NA
08/30/16,Wood R @ Weed Rd,WR3000,NA,243,1519,8,30,2016,1315,192.7,5.15,9,99,10.5,7.62,106,86,72,6,0.5,12,57,39200,1.8,0.699,NA
09/14/16,Wood R @ Weed Rd,WR3000,NA,258,1534,9,14,2016,1134,NA,5.88,6.9,101,10.6,7.46,101.9,82,68,3,0.5,12,41,39500,2,0.871,NA
09/27/16,Wood R @ Weed Rd,WR3000,NA,271,1547,9,27,2016,1310,252,6,8.4,97,10.6,7.91,104.4,89,68,7,0.5,14,39,39900,2.3,NA,NA
10/11/16,Wood R @ Weed Rd,WR3000,NA,285,1561,10,11,2016,1020,312.4,6.24,7.1,96,10.3,7.28,99.1,87,68,3,0.5,13,40,39500,3.3,1.36,NA
10/24/16,Wood R @ Weed Rd,WR3000,NA,298,1574,10,24,2016,1030,370.9,6.58,6,94,10.3,7.37,97.3,84,66,7,0.5,17,72,40500,4.1,1.92,NA
11/08/16,Wood R @ Weed Rd,WR3000,NA,313,1589,11,8,2016,1000,339,6.62,5.7,94,10.5,7.79,97.5,81,69,3,0.5,20,66,37000,3.3,1.42,NA
11/22/16,Wood R @ Weed Rd,WR3000,NA,327,1603,11,22,2016,1109,338,NA,4.6,94,10.7,7.03,97.6,80,69,9,0.5,20,59,39400,3.6,1.54,NA
12/07/16,Wood R @ Weed Rd,WR3000,NA,342,1618,12,7,2016,1140,NA,6.54,2.7,97,11.3,7.91,97.8,94,70,3,0.5,20,51,40600,5.9,2.15,NA
12/21/16,Wood R @ Weed Rd,WR3000,NA,356,1632,12,21,2016,1215,352,6.68,3,93,11.3,7.82,97.7,92,69,7,0.5,24,86,40000,5.2,2.87,NA
01/03/01,Wood R @ Dike Rd,WR4000,NA,3,3,1,3,2001,NA,NA,NA,NA,NA,NA,NA,NA,110,89,16,NA,17,165,NA,NA,NA,NA
01/25/01,Wood R @ Dike Rd,WR4000,NA,25,25,1,25,2001,NA,NA,NA,NA,NA,NA,NA,NA,101,50,20,NA,5,50,NA,NA,NA,NA
02/08/01,Wood R @ Dike Rd,WR4000,NA,39,39,2,8,2001,NA,NA,NA,NA,NA,NA,NA,NA,106,80,5,NA,5,111,NA,NA,NA,NA
02/20/01,Wood R @ Dike Rd,WR4000,NA,51,51,2,20,2001,NA,NA,NA,NA,NA,NA,NA,NA,103,90,5,NA,5,50,NA,NA,NA,NA
03/08/01,Wood R @ Dike Rd,WR4000,NA,67,67,3,8,2001,NA,NA,NA,NA,NA,NA,NA,NA,122,99,28,NA,5,182,NA,NA,NA,NA
03/19/01,Wood R @ Dike Rd,WR4000,NA,78,78,3,19,2001,NA,NA,NA,NA,NA,NA,NA,NA,104,51,13,NA,5,253,NA,NA,NA,NA
04/02/01,Wood R @ Dike Rd,WR4000,NA,92,92,4,2,2001,NA,NA,NA,NA,NA,NA,NA,NA,88,70,15,NA,5,134,NA,NA,NA,NA
05/23/01,Wood R @ Dike Rd,WR4000,NA,143,143,5,23,2001,NA,NA,NA,NA,NA,NA,NA,NA,155,110,5,NA,4,208,NA,NA,NA,NA
06/12/01,Wood R @ Dike Rd,WR4000,NA,163,163,6,12,2001,NA,162,NA,NA,NA,NA,NA,NA,115,99,40,NA,5,161,NA,NA,NA,NA
06/26/01,Wood R @ Dike Rd,WR4000,NA,177,177,6,26,2001,NA,283,NA,NA,NA,NA,NA,NA,115,104,28,NA,11,132,NA,NA,NA,NA
07/03/01,Wood R @ Dike Rd,WR4000,NA,184,184,7,3,2001,NA,200,NA,NA,NA,NA,NA,NA,107,100,27,NA,11,110,NA,NA,NA,NA
07/18/01,Wood R @ Dike Rd,WR4000,NA,199,199,7,18,2001,NA,173,NA,NA,NA,NA,NA,NA,135,110,5,NA,5,160,NA,NA,NA,NA
07/31/01,Wood R @ Dike Rd,WR4000,NA,212,212,7,31,2001,NA,194,NA,NA,NA,NA,NA,NA,121,93.5,36.5,NA,10,245,NA,NA,NA,NA
08/15/01,Wood R @ Dike Rd,WR4000,NA,227,227,8,15,2001,NA,NA,NA,NA,NA,NA,NA,NA,136,140,21,NA,5,299,NA,NA,NA,NA
08/30/01,Wood R @ Dike Rd,WR4000,NA,242,242,8,30,2001,NA,181,NA,NA,NA,NA,NA,NA,118,98.5,37,NA,5,171,NA,NA,NA,NA
09/18/01,Wood R @ Dike Rd,WR4000,NA,261,261,9,18,2001,NA,NA,NA,NA,NA,NA,NA,NA,102,88,18,NA,5,119,NA,NA,NA,NA
09/27/01,Wood R @ Dike Rd,WR4000,NA,270,270,9,27,2001,NA,208,NA,NA,NA,NA,NA,NA,100,91,17,NA,10,165,NA,NA,NA,NA
10/18/01,Wood R @ Dike Rd,WR4000,NA,291,291,10,18,2001,NA,368,NA,NA,NA,NA,NA,NA,83,71,24,NA,11,50,NA,NA,NA,NA
10/31/01,Wood R @ Dike Rd,WR4000,NA,304,304,10,31,2001,NA,398,NA,NA,NA,NA,NA,NA,91,80,13,NA,13,50,NA,NA,NA,NA
11/19/01,Wood R @ Dike Rd,WR4000,NA,323,323,11,19,2001,NA,332,NA,NA,NA,NA,NA,NA,90,83.5,5,NA,10,103,NA,NA,NA,NA
01/16/02,Wood R @ Dike Rd,WR4000,NA,16,381,1,16,2002,NA,382,NA,NA,NA,NA,NA,NA,132,106,5,NA,24,130,NA,NA,NA,NA
01/28/02,Wood R @ Dike Rd,WR4000,NA,28,393,1,28,2002,NA,382,NA,NA,NA,NA,NA,NA,140,109,5,NA,17,136,NA,NA,NA,NA
02/12/02,Wood R @ Dike Rd,WR4000,NA,43,408,2,12,2002,NA,365,NA,NA,NA,NA,NA,NA,102.5,98,30.5,NA,23.5,199.5,NA,NA,NA,NA
02/28/02,Wood R @ Dike Rd,WR4000,NA,59,424,2,28,2002,NA,532,NA,NA,NA,NA,NA,NA,133,109,5,NA,5,271,NA,NA,NA,NA
03/18/02,Wood R @ Dike Rd,WR4000,NA,77,442,3,18,2002,NA,217,NA,NA,NA,NA,NA,NA,111,90,11.5,NA,5,131.5,NA,NA,NA,NA
04/03/02,Wood R @ Dike Rd,WR4000,NA,93,458,4,3,2002,NA,417,NA,NA,NA,NA,NA,NA,172,163,36,NA,10,351,NA,NA,NA,NA
04/17/02,Wood R @ Dike Rd,WR4000,NA,107,472,4,17,2002,NA,413,NA,NA,NA,NA,NA,NA,89,73,5,NA,5,130,NA,NA,NA,NA
05/01/02,Wood R @ Dike Rd,WR4000,NA,121,486,5,1,2002,NA,276,NA,NA,NA,NA,NA,NA,101,87,24,NA,5,137,NA,NA,NA,NA
05/29/02,Wood R @ Dike Rd,WR4000,NA,149,514,5,29,2002,NA,201,NA,NA,NA,NA,NA,NA,107,90,18,NA,5,173,NA,NA,NA,NA
06/19/02,Wood R @ Dike Rd,WR4000,NA,170,535,6,19,2002,NA,246,NA,NA,NA,NA,NA,NA,102,72,84,NA,12,184,NA,NA,NA,NA
07/17/02,Wood R @ Dike Rd,WR4000,NA,198,563,7,17,2002,NA,164,NA,NA,NA,NA,NA,NA,113,79,13,NA,5,141,NA,NA,NA,NA
08/01/02,Wood R @ Dike Rd,WR4000,NA,213,578,8,1,2002,NA,201,NA,NA,NA,NA,NA,NA,97.5,74,13.5,NA,5,81,NA,NA,NA,NA
08/20/02,Wood R @ Dike Rd,WR4000,NA,232,597,8,20,2002,NA,211,NA,NA,NA,NA,NA,NA,98.5,75.5,5,NA,5,50,NA,NA,NA,NA
09/04/02,Wood R @ Dike Rd,WR4000,NA,247,612,9,4,2002,NA,242,NA,NA,NA,NA,NA,NA,105,76,5,NA,5,153,NA,NA,NA,NA
09/18/02,Wood R @ Dike Rd,WR4000,NA,261,626,9,18,2002,NA,294,NA,NA,NA,NA,NA,NA,99.5,87,17.5,NA,5,149,NA,NA,NA,NA
