DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
08/13/14,Sprague R @ Kirchers Bridge,WR1000,NA,225,4970,8,13,2014,825,NA,NA,18.1,119,7.2,7.58,89.4,48,29,10,0.5,4,269,27300,NA,NA,NA
08/26/14,Sprague R @ Kirchers Bridge,WR1000,NA,238,4983,8,26,2014,830,NA,NA,16,110,7.5,8.24,88.6,38,20,14,0.5,9,228,25200,NA,NA,NA
09/09/14,Sprague R @ Kirchers Bridge,WR1000,NA,252,4997,9,9,2014,830,NA,NA,13.9,108,7.8,8.3,88.8,33,14,10,0.5,8,222,24000,NA,NA,NA
09/23/14,Sprague R @ Kirchers Bridge,WR1000,NA,266,5011,9,23,2014,830,NA,NA,16.2,118,7.7,7.62,91.2,34,17,19,0.5,4,228,23700,NA,NA,NA
10/07/14,Sprague R @ Kirchers Bridge,WR1000,NA,280,5025,10,7,2014,845,NA,NA,10.8,112,9,7.5,94.8,36,19,12,0.5,10,194,24900,NA,NA,NA
10/21/14,Sprague R @ Kirchers Bridge,WR1000,NA,294,5039,10,21,2014,847,NA,NA,9.1,108,9.4,7.37,95.5,33,23,10,0.5,4,142,26100,NA,NA,NA
11/04/14,Sprague R @ Kirchers Bridge,WR1000,NA,308,5053,11,4,2014,835,NA,NA,7,107,10,7.17,95.7,43,30,9,0.5,8,144,27900,NA,NA,NA
11/18/14,Sprague R @ Kirchers Bridge,WR1000,NA,322,5067,11,18,2014,905,NA,NA,0.4,106,12.1,6.6,97.6,42,31,8,0.5,9,100,29200,NA,NA,NA
12/02/14,Sprague R @ Kirchers Bridge,WR1000,NA,336,5081,12,2,2014,850,NA,NA,3.7,108,10.8,6.68,96.5,39,29,10,0.5,4,138,30000,NA,NA,NA
12/09/14,Sprague R @ Kirchers Bridge,WR1000,NA,343,5088,12,9,2014,815,NA,NA,5.4,113,10.6,7.62,98,39,33,13,0.5,8,156,29300,NA,NA,NA
12/10/14,Sprague R @ Kirchers Bridge,WR1000,NA,344,5089,12,10,2014,845,NA,NA,5.8,116,10.2,7.15,96.2,42,33,7,0.5,8,156,29300,NA,NA,NA
12/17/14,Sprague R @ Kirchers Bridge,WR1000,NA,351,5096,12,17,2014,900,NA,NA,2.9,102,10.9,6.87,95,84,45,14,0.5,33,430,26900,NA,NA,NA
12/30/14,Sprague R @ Kirchers Bridge,WR1000,NA,364,5109,12,30,2014,920,NA,NA,-0.1,101,12.3,7.19,97,90,39,15,0.5,96,541,24900,NA,NA,NA
01/13/15,Sprague R @ Kirchers Bridge,WR1000,NA,13,5123,1,13,2015,900,NA,NA,3.2,106,11.5,7.72,99.2,60,37,15,0.5,44,233,30600,NA,NA,NA
01/27/15,Sprague R @ Kirchers Bridge,WR1000,NA,27,5137,1,27,2015,840,NA,NA,3.6,96,11,7.13,97.4,55,30,9,0.5,18,223,29000,NA,NA,NA
02/18/15,Sprague R @ Kirchers Bridge,WR1000,NA,49,5159,2,18,2015,847,NA,NA,5.5,88,10.6,7.41,97.9,62,30,10,0.5,20,338,29800,NA,NA,NA
03/03/15,Sprague R @ Kirchers Bridge,WR1000,NA,62,5172,3,3,2015,845,NA,NA,4.8,92,10.6,6.64,96.3,51,34,7,0.5,11,192,28500,NA,NA,NA
03/17/15,Sprague R @ Kirchers Bridge,WR1000,NA,76,5186,3,17,2015,855,NA,NA,9.4,98,9.3,6.89,94.8,64,38,12,0.5,9,258,28400,NA,NA,NA
04/01/15,Sprague R @ Kirchers Bridge,WR1000,NA,91,5201,4,1,2015,858,NA,NA,9,89,9.5,7.6,95.8,57,32,10,0.5,4,300,28300,NA,NA,NA
04/16/15,Sprague R @ Kirchers Bridge,WR1000,NA,106,5216,4,16,2015,1030,NA,NA,9.6,90,9.9,7.82,100.7,45,28,12,0.5,10,238,28700,NA,NA,NA
04/30/15,Sprague R @ Kirchers Bridge,WR1000,NA,120,5230,4,30,2015,930,NA,NA,13.6,106,8.9,7.96,99.4,57,40,8,0.5,4,289,29600,NA,NA,NA
05/13/15,Sprague R @ Kirchers Bridge,WR1000,NA,133,5243,5,13,2015,920,NA,NA,11.7,110,9.3,7.96,100.5,49,32,6,0.5,4,219,28500,NA,NA,NA
05/29/15,Sprague R @ Kirchers Bridge,WR1000,NA,149,5259,5,29,2015,950,NA,NA,19.1,115,7.6,7.66,95.5,67,39,8,0.5,8,460,28500,NA,NA,NA
06/10/15,Sprague R @ Kirchers Bridge,WR1000,NA,161,5271,6,10,2015,920,NA,NA,21.5,115,6.9,7.71,91.8,54,34,12,0.5,4,294,23600,NA,NA,NA
06/23/15,Sprague R @ Kirchers Bridge,WR1000,NA,174,5284,6,23,2015,940,NA,NA,18.6,118,7.8,8.27,96.6,46,28,15,0.5,8,305,24300,NA,NA,NA
07/06/15,Sprague R @ Kirchers Bridge,WR1000,NA,187,5297,7,6,2015,1030,NA,NA,22.4,111,9,8.47,NA,54,36,13,0.5,9,286,26600,NA,NA,NA
07/15/15,Sprague R @ Kirchers Bridge,WR1000,NA,196,5306,7,15,2015,940,NA,NA,20,117,7.6,8.17,97.2,55,38,13,0.5,12,273,27800,NA,NA,NA
07/23/15,Sprague R @ Kirchers Bridge,WR1000,NA,204,5314,7,23,2015,940,NA,NA,18.9,112,8.1,8.31,102.1,55,38,13,0.5,4,280,26900,NA,NA,NA
08/05/15,Sprague R @ Kirchers Bridge,WR1000,NA,217,5327,8,5,2015,845,NA,NA,20.1,110,7.1,7.85,90.8,44,29,12,0.5,4,250,26400,NA,NA,NA
08/18/15,Sprague R @ Kirchers Bridge,WR1000,NA,230,5340,8,18,2015,840,NA,NA,17.1,108,7.3,8.25,88.6,35,18,15,0.5,8,248,26800,NA,NA,NA
09/02/15,Sprague R @ Kirchers Bridge,WR1000,NA,245,5355,9,2,2015,855,NA,NA,15.9,108,7.7,8.12,91.6,37,17,14,0.5,13,257,25300,NA,NA,NA
09/15/15,Sprague R @ Kirchers Bridge,WR1000,NA,258,5368,9,15,2015,841,NA,NA,12.8,107,8.2,7.86,92,35,19,19,0.5,12,236,25700,NA,NA,NA
09/29/15,Sprague R @ Kirchers Bridge,WR1000,NA,272,5382,9,29,2015,855,NA,NA,11.9,107,8.5,7.69,92.6,32,18,13,0.5,9,188,25400,NA,NA,NA
10/13/15,Sprague R @ Kirchers Bridge,WR1000,NA,286,5396,10,13,2015,830,NA,NA,10.5,105,8.9,7.75,93.2,34,19,9,0.5,4,154,25900,NA,NA,NA
10/26/15,Sprague R @ Kirchers Bridge,WR1000,NA,299,5409,10,26,2015,855,NA,NA,7,104,10,7.74,95.9,34,24,11,0.5,8,147,27900,NA,NA,NA
11/10/15,Sprague R @ Kirchers Bridge,WR1000,NA,315,5425,11,10,2015,814,NA,NA,3,101,11.3,7.91,97.7,46,29,3,0.5,4,93,30000,NA,NA,NA
11/24/15,Sprague R @ Kirchers Bridge,WR1000,NA,329,5439,11,24,2015,856,NA,NA,3.1,101,10.9,7.82,96.9,30,27,9,0.5,10,94,30100,NA,NA,NA
12/08/15,Sprague R @ Kirchers Bridge,WR1000,NA,343,5453,12,8,2015,755,NA,NA,3.6,103,11.2,7.94,98.5,47,34,9,0.5,32,192,30300,NA,NA,NA
01/25/16,Sprague R @ Kirchers Bridge,WR1000,NA,25,1301,1,25,2016,1115,NA,NA,2.3,110,11.1,7.68,94.5,155,94,31,2,80,722,24800,46.5,18.3,NA
02/02/16,Sprague R @ Kirchers Bridge,WR1000,NA,33,1309,2,2,2016,900,NA,NA,0.1,88,11.9,7.49,95.5,115,56,21,0.5,51,633,26400,34.8,25.2,NA
02/18/16,Sprague R @ Kirchers Bridge,WR1000,NA,49,1325,2,18,2016,1209,NA,NA,4.6,70,10.5,7.62,97.2,76,36,15,0.5,36,NA,26900,39.3,21.6,NA
03/01/16,Sprague R @ Kirchers Bridge,WR1000,NA,61,1337,3,1,2016,840,NA,NA,5.7,83,10.3,7.57,97.3,67,32,16,0.5,23,444,28800,20.5,11.9,NA
03/16/16,Sprague R @ Kirchers Bridge,WR1000,NA,76,1352,3,16,2016,812,NA,NA,3.9,91,10.5,7.3,92.6,NA,NA,19,1,34,549,30100,23.3,16.2,NA
03/29/16,Sprague R @ Kirchers Bridge,WR1000,NA,89,1365,3,29,2016,825,NA,NA,6.6,92,10,7.46,95.7,67,36,12,0.5,19,411,32800,12.4,9.71,NA
04/12/16,Sprague R @ Kirchers Bridge,WR1000,NA,103,1379,4,12,2016,1542,NA,NA,15.7,73,8.7,7.47,101.4,80,42,16,0.5,15,403,28800,15.1,9.21,NA
04/25/16,Sprague R @ Kirchers Bridge,WR1000,NA,116,1392,4,25,2016,933,NA,NA,10.5,75,9.2,7.62,96.3,68,36,21,0.5,10,383,28800,9,5.64,NA
05/10/16,Sprague R @ Kirchers Bridge,WR1000,NA,131,1407,5,10,2016,810,NA,NA,14.7,86,8.1,7.71,93.3,62,36,12,0.5,9,337,28500,8.1,4.68,NA
05/24/16,Sprague R @ Kirchers Bridge,WR1000,NA,145,1421,5,24,2016,829,NA,NA,12.6,89,8.8,7.8,96.6,56,33,3,0.5,8,267,29600,5.2,2.67,NA
06/07/16,Sprague R @ Kirchers Bridge,WR1000,NA,159,1435,6,7,2016,841,NA,NA,21.4,100,6.8,7.82,90.6,56,35,10,0.5,10,274,29300,1.6,1.45,NA
06/20/16,Sprague R @ Kirchers Bridge,WR1000,NA,172,1448,6,20,2016,1013,NA,NA,16.7,101,9,8.48,108,39,21,8,0.5,4,262,27500,2.6,1.4,NA
07/07/16,Sprague R @ Kirchers Bridge,WR1000,NA,189,1465,7,7,2016,1030,NA,NA,19.7,112,8.8,8.73,112.4,33,13,6,0.5,9,311,25100,1.9,1.1,NA
07/19/16,Sprague R @ Kirchers Bridge,WR1000,NA,201,1477,7,19,2016,838,NA,NA,18.7,110,7.1,8.73,89.5,29,10,9,0.5,8,269,21100,2.7,NA,NA
08/02/16,Sprague R @ Kirchers Bridge,WR1000,NA,215,1491,8,2,2016,858,NA,NA,18.9,116,6.3,6.71,79.4,39,17,16,0.5,8,304,19900,2.3,1.61,NA
08/16/16,Sprague R @ Kirchers Bridge,WR1000,NA,229,1505,8,16,2016,935,NA,NA,19.3,110,7.5,7.46,94.5,45,20,14,0.5,10,284,22700,2.3,3.15,NA
08/30/16,Sprague R @ Kirchers Bridge,WR1000,NA,243,1519,8,30,2016,906,NA,NA,16.4,103,7.6,7.41,90.5,37,16,8,0.5,10,223,24300,2.3,1.72,NA
09/14/16,Sprague R @ Kirchers Bridge,WR1000,NA,258,1534,9,14,2016,903,NA,NA,11.3,106,8.6,7.74,92.6,37,17,9,0.5,4,183,23400,1.8,NA,NA
09/27/16,Sprague R @ Kirchers Bridge,WR1000,NA,271,1547,9,27,2016,856,NA,NA,12.4,109,8.5,7.55,92.5,43,20,6,0.5,11,181,26500,2.4,1.51,NA
10/11/16,Sprague R @ Kirchers Bridge,WR1000,NA,285,1561,10,11,2016,822,NA,NA,10.6,105,9,7.45,94.4,40,25,8,0.5,4,143,27800,2.9,2.15,NA
10/24/16,Sprague R @ Kirchers Bridge,WR1000,NA,298,1574,10,24,2016,1218,NA,NA,8.8,112,10.9,8.1,110.4,51,32,12,0.5,8,220,28500,2.8,2.27,NA
11/08/16,Sprague R @ Kirchers Bridge,WR1000,NA,313,1589,11,8,2016,835,NA,NA,7.1,110,10.3,8.02,98.7,46,33,3,0.5,15,174,28600,2.4,2.83,NA
11/22/16,Sprague R @ Kirchers Bridge,WR1000,NA,327,1603,11,22,2016,856,NA,NA,3.6,106,11.4,6.7,101.4,45,34,10,0.5,10,123,30700,3.1,3.22,NA
12/06/16,Sprague R @ Kirchers Bridge,WR1000,NA,341,1617,12,6,2016,831,NA,NA,1.1,105,11.9,8.11,97.7,43,31,8,0.5,4,81,30900,3.6,2.52,NA
12/20/16,Sprague R @ Kirchers Bridge,WR1000,NA,355,1631,12,20,2016,931,NA,NA,0,83,11.9,9.22,94.5,177,93,41,0.5,89,830,23800,NA,44,NA
05/29/02,Annie Crk @ Snow Park,WR2000,NA,149,514,5,29,2002,NA,NA,NA,NA,NA,NA,NA,NA,74,24,5,NA,5,146,NA,NA,NA,NA
06/20/02,Annie Crk @ Snow Park,WR2000,NA,171,536,6,20,2002,NA,NA,NA,NA,NA,NA,NA,NA,56,23,20.5,NA,16,50,NA,NA,NA,NA
07/02/02,Annie Crk @ Snow Park,WR2000,NA,183,548,7,2,2002,NA,NA,NA,NA,NA,NA,NA,NA,60.5,30,22,NA,21.5,50,NA,NA,NA,NA
07/18/02,Annie Crk @ Snow Park,WR2000,NA,199,564,7,18,2002,NA,62.8,NA,NA,NA,NA,NA,NA,42.5,27,5,NA,5,50,NA,NA,NA,NA
07/31/02,Annie Crk @ Snow Park,WR2000,NA,212,577,7,31,2002,NA,57,NA,NA,NA,NA,NA,NA,45.5,27.5,16,NA,11.5,50,NA,NA,NA,NA
08/21/02,Annie Crk @ Snow Park,WR2000,NA,233,598,8,21,2002,NA,50.6,NA,NA,NA,NA,NA,NA,42.5,29.5,5,NA,5,50,NA,NA,NA,NA
09/05/02,Annie Crk @ Snow Park,WR2000,NA,248,613,9,5,2002,NA,46.5,NA,NA,NA,NA,NA,NA,42,36,5,NA,5,50,NA,NA,NA,NA
09/17/02,Annie Crk @ Snow Park,WR2000,NA,260,625,9,17,2002,NA,50,NA,NA,NA,NA,NA,NA,48.5,39.5,5,NA,5,103.5,NA,NA,NA,NA
10/30/02,Annie Crk @ Snow Park,WR2000,NA,303,668,10,30,2002,NA,43.6,NA,NA,NA,NA,NA,NA,47,29,5,NA,5,50,NA,NA,NA,NA
11/20/02,Annie Crk @ Snow Park,WR2000,NA,324,689,11,20,2002,NA,45.6,NA,NA,NA,NA,NA,NA,43,30,5,NA,5,50,NA,NA,NA,NA
12/10/02,Annie Crk @ Snow Park,WR2000,NA,344,709,12,10,2002,NA,41.1,NA,NA,NA,NA,NA,NA,43,25,5,NA,5,50,NA,NA,NA,NA
01/08/03,Annie Crk @ Snow Park,WR2000,NA,8,738,1,8,2003,NA,35.8,NA,NA,NA,NA,NA,NA,42,29,5,NA,16,50,NA,NA,NA,NA
01/23/03,Annie Crk @ Snow Park,WR2000,NA,23,753,1,23,2003,NA,40.9,NA,NA,NA,NA,NA,NA,47,29,11,NA,22,50,NA,NA,NA,NA
02/03/03,Annie Crk @ Snow Park,WR2000,NA,34,764,2,3,2003,NA,45.1,NA,NA,NA,NA,NA,NA,44,27,9,NA,22,50,NA,NA,NA,NA
02/20/03,Annie Crk @ Snow Park,WR2000,NA,51,781,2,20,2003,NA,38.1,NA,NA,NA,NA,NA,NA,41,28.5,5,NA,8,50,NA,NA,NA,NA
03/06/03,Annie Crk @ Snow Park,WR2000,NA,65,795,3,6,2003,NA,37.4,NA,NA,NA,NA,NA,NA,36,29,31,NA,5,192,NA,NA,NA,NA
07/09/03,Annie Crk @ Snow Park,WR2000,NA,190,920,7,9,2003,NA,NA,NA,NA,NA,NA,NA,NA,46,27,12,NA,18,50,NA,NA,NA,NA
07/24/03,Annie Crk @ Snow Park,WR2000,NA,205,935,7,24,2003,NA,63.1,NA,NA,NA,NA,NA,NA,40.5,28.5,8,NA,5,50,NA,NA,NA,NA
08/06/03,Annie Crk @ Snow Park,WR2000,NA,218,948,8,6,2003,NA,57.2,NA,NA,NA,NA,NA,NA,47.5,32,7.5,NA,7.5,50,NA,NA,NA,NA
09/16/03,Annie Crk @ Snow Park,WR2000,NA,259,989,9,16,2003,NA,46.2,NA,NA,NA,NA,NA,NA,40.5,34,5,NA,18,50,NA,NA,NA,NA
09/30/03,Annie Crk @ Snow Park,WR2000,NA,273,1003,9,30,2003,NA,42.8,NA,NA,NA,NA,NA,NA,41,30,15,NA,13,155,NA,NA,NA,NA
10/28/03,Annie Crk @ Snow Park,WR2000,NA,301,1031,10,28,2003,NA,36.9,NA,NA,NA,NA,NA,NA,38,29,5,NA,13,50,NA,NA,NA,NA
11/20/03,Annie Crk @ Snow Park,WR2000,NA,324,1054,11,20,2003,NA,NA,NA,NA,NA,NA,NA,NA,41,29,5,NA,10,50,NA,NA,NA,NA
12/04/03,Annie Crk @ Snow Park,WR2000,NA,338,1068,12,4,2003,NA,43.4,NA,NA,NA,NA,NA,NA,50,28,5,NA,5,162,NA,NA,NA,NA
01/15/04,Annie Crk @ Snow Park,WR2000,NA,15,1110,1,15,2004,NA,37.1,NA,NA,NA,NA,NA,NA,57,30,9,NA,26,117,NA,NA,NA,NA
02/05/04,Annie Crk @ Snow Park,WR2000,NA,36,1131,2,5,2004,NA,39,NA,NA,NA,NA,NA,NA,41,32,8,NA,16,53,NA,NA,NA,NA
03/10/04,Annie Crk @ Snow Park,WR2000,NA,70,1165,3,10,2004,NA,39.9,NA,NA,NA,NA,NA,NA,50,28,5,NA,17,50,NA,NA,NA,NA
04/06/04,Annie Crk @ Snow Park,WR2000,NA,97,1192,4,6,2004,NA,51.3,NA,NA,NA,NA,NA,NA,45,29,5,NA,18,24,NA,NA,NA,NA
05/06/04,Annie Crk @ Snow Park,WR2000,NA,127,1222,5,6,2004,NA,82.1,NA,NA,NA,NA,NA,NA,69,26,5,NA,17,258,NA,NA,NA,NA
05/19/04,Annie Crk @ Snow Park,WR2000,NA,140,1235,5,19,2004,NA,83,NA,NA,NA,NA,NA,NA,70,26,5,NA,15.5,85.5,NA,NA,NA,NA
06/03/04,Annie Crk @ Snow Park,WR2000,NA,155,1250,6,3,2004,NA,101,NA,NA,NA,NA,NA,NA,75,22,15.5,NA,17.5,114.5,NA,NA,NA,NA
06/17/04,Annie Crk @ Snow Park,WR2000,NA,169,1264,6,17,2004,NA,99.5,NA,NA,NA,NA,NA,NA,53,21,24,NA,11,50,NA,NA,NA,NA
07/28/04,Annie Crk @ Snow Park,WR2000,NA,210,1305,7,28,2004,NA,68.1,NA,NA,NA,NA,NA,NA,51,30,5,NA,5,50,NA,NA,NA,NA
09/09/04,Annie Crk @ Snow Park,WR2000,NA,253,1348,9,9,2004,NA,51.8,NA,NA,NA,NA,NA,NA,43,32.5,17,NA,12,50,NA,NA,NA,NA
09/29/04,Annie Crk @ Snow Park,WR2000,NA,273,1368,9,29,2004,NA,47.8,NA,NA,NA,NA,NA,NA,41,32,5,NA,5,50,NA,NA,NA,NA
10/07/04,Annie Crk @ Snow Park,WR2000,NA,281,1376,10,7,2004,NA,50.8,NA,NA,NA,NA,NA,NA,38,29.5,8,NA,15.5,50,NA,NA,NA,NA
10/19/04,Annie Crk @ Snow Park,WR2000,NA,293,1388,10,19,2004,NA,48.6,NA,NA,NA,NA,NA,NA,45,30,5,NA,5,50,NA,NA,NA,NA
11/03/04,Annie Crk @ Snow Park,WR2000,NA,308,1403,11,3,2004,NA,46,NA,NA,NA,NA,NA,NA,36,31,5,NA,5,50,NA,NA,NA,NA
11/18/04,Annie Crk @ Snow Park,WR2000,NA,323,1418,11,18,2004,NA,44.6,NA,NA,NA,NA,NA,NA,38.5,28.5,15,NA,12.5,118,NA,NA,NA,NA
12/01/04,Annie Crk @ Snow Park,WR2000,NA,336,1431,12,1,2004,NA,40.9,NA,NA,NA,NA,NA,NA,45,28,5,NA,20,50,NA,NA,NA,NA
12/14/04,Annie Crk @ Snow Park,WR2000,NA,349,1444,12,14,2004,NA,52,NA,NA,NA,NA,NA,NA,52,29,17,NA,20,50,NA,NA,NA,NA
12/28/04,Annie Crk @ Snow Park,WR2000,NA,363,1458,12,28,2004,NA,42.4,NA,NA,NA,NA,NA,NA,40,29,11,NA,12,50,NA,NA,NA,NA
01/26/05,Annie Crk @ Snow Park,WR2000,NA,26,1486,1,26,2005,1345,42.4,NA,2.9,51.5,11.4,7.78,99.3,41,30,5,NA,18,50,NA,NA,NA,NA
02/08/05,Annie Crk @ Snow Park,WR2000,NA,39,1499,2,8,2005,1304,43.5,NA,-0.1,55,12.3,7.57,97.3,98,28,10,NA,32,50,NA,NA,NA,NA
02/23/05,Annie Crk @ Snow Park,WR2000,NA,54,1514,2,23,2005,1450,37.8,NA,3.5,56.7,12.1,7.63,105.6,70,33,12,NA,5,50,NA,NA,NA,NA
03/09/05,Annie Crk @ Snow Park,WR2000,NA,68,1528,3,9,2005,1300,39.7,NA,4.6,54.2,10.8,7.72,96.7,46,31,16,NA,19,50,NA,NA,NA,NA
03/16/05,Annie Crk @ Snow Park,WR2000,NA,75,1535,3,16,2005,1145,42.2,NA,3.2,54.1,11.1,7.07,97,43,30,17,NA,20,50,NA,NA,NA,NA
04/05/05,Annie Crk @ Snow Park,WR2000,NA,95,1555,4,5,2005,1500,41.2,NA,5.3,55.2,10,7.38,91.8,38,34,19,NA,13,100,NA,NA,NA,NA
04/20/05,Annie Crk @ Snow Park,WR2000,NA,110,1570,4,20,2005,1425,39.9,NA,5.1,55.5,10.6,7.85,97.4,43,31,10,NA,10,100,NA,NA,NA,NA
05/05/05,Annie Crk @ Snow Park,WR2000,NA,125,1585,5,5,2005,1330,78.3,NA,4.9,40,10.5,7.53,96.6,117,26,15,NA,22,176,NA,NA,NA,NA
05/18/05,Annie Crk @ Snow Park,WR2000,NA,138,1598,5,18,2005,1330,75.3,NA,2.9,40.2,11.7,7.46,101.9,46,26,16,NA,24,115,NA,NA,NA,NA
06/01/05,Annie Crk @ Snow Park,WR2000,NA,152,1612,6,1,2005,1420,86.1,NA,8.9,38,9.8,7.4,98.4,77,27,10,NA,14,111,NA,NA,NA,NA
06/15/05,Annie Crk @ Snow Park,WR2000,NA,166,1626,6,15,2005,1430,70.1,NA,8.8,43.3,10.1,7.45,101.8,43,29,13,NA,16,100,NA,NA,NA,NA
06/28/05,Annie Crk @ Snow Park,WR2000,NA,179,1639,6,28,2005,1430,68.9,NA,9.3,45.1,10,7.41,101.7,42,28,10,NA,10,100,NA,NA,NA,NA
07/12/05,Annie Crk @ Snow Park,WR2000,NA,193,1653,7,12,2005,1500,57.4,NA,12.5,51.3,9.6,7.46,105,40,32,10,NA,10,100,NA,NA,NA,NA
07/27/05,Annie Crk @ Snow Park,WR2000,NA,208,1668,7,27,2005,1500,51.4,NA,12.6,53.8,9.7,8.15,105.4,43,30,10,NA,10,100,NA,NA,NA,NA
08/09/05,Annie Crk @ Snow Park,WR2000,NA,221,1681,8,9,2005,1300,48.8,NA,10.5,54.9,9.5,7.53,98.9,44,30,10,NA,11,100,NA,NA,NA,NA
08/23/05,Annie Crk @ Snow Park,WR2000,NA,235,1695,8,23,2005,1200,48.2,NA,8.2,53.8,9.7,7.45,96.8,43,33,10,NA,38,100,NA,NA,NA,NA
09/07/05,Annie Crk @ Snow Park,WR2000,NA,250,1710,9,7,2005,1445,44,NA,10,56.1,9.5,7.05,97.5,44,32,13,NA,10,124,NA,NA,NA,NA
09/20/05,Annie Crk @ Snow Park,WR2000,NA,263,1723,9,20,2005,1300,43.9,NA,6.8,57.1,10.6,6.97,100.9,45,31,10,NA,14,100,NA,NA,NA,NA
10/19/05,Annie Crk @ Snow Park,WR2000,NA,292,1752,10,19,2005,1205,40.7,NA,5.7,57.3,10.7,7.11,100.2,44,29,10,NA,10,100,NA,NA,NA,NA
11/02/05,Annie Crk @ Snow Park,WR2000,NA,306,1766,11,2,2005,1322,38.5,NA,3.4,48.7,11,7.75,98.1,51,31,10,NA,12,119,NA,NA,NA,NA
11/09/05,Annie Crk @ Snow Park,WR2000,NA,313,1773,11,9,2005,1406,39.4,NA,3.3,56,10.6,7.51,91.7,61,31,10,NA,17,100,NA,NA,NA,NA
11/15/05,Annie Crk @ Snow Park,WR2000,NA,319,1779,11,15,2005,1217,39.6,NA,1.7,54,11.8,7.36,96.7,40,31,10,NA,18,100,NA,NA,NA,NA
11/30/05,Annie Crk @ Snow Park,WR2000,NA,334,1794,11,30,2005,1500,44.6,NA,-0.3,52.8,11.9,7.42,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/12/06,Annie Crk @ Snow Park,WR2000,NA,12,1837,1,12,2006,1410,55.6,NA,0.8,47,11.6,7.52,94.7,48,25,21,NA,47,50,NA,NA,NA,NA
01/25/06,Annie Crk @ Snow Park,WR2000,NA,25,1850,1,25,2006,1300,41.2,NA,1,52.5,11.4,7.08,93.3,34,28,10,NA,20,50,NA,NA,NA,NA
02/09/06,Annie Crk @ Snow Park,WR2000,NA,40,1865,2,9,2006,1445,NA,1.26,NA,NA,NA,NA,NA,41,30,5,NA,32,50,NA,NA,NA,NA
02/23/06,Annie Crk @ Snow Park,WR2000,NA,54,1879,2,23,2006,1315,40.5,1.24,2.6,54.5,10.9,6.85,93,43,30,5,NA,17,50,NA,NA,NA,NA
03/06/06,Annie Crk @ Snow Park,WR2000,NA,65,1890,3,6,2006,1200,37.4,1.23,1.7,55,11.1,7.46,93.3,40,33,5,NA,12,50,NA,NA,NA,NA
03/20/06,Annie Crk @ Snow Park,WR2000,NA,79,1904,3,20,2006,1320,35.1,1.2,0.9,55.3,10.6,7.56,88.4,33,29,5,NA,12,50,NA,NA,NA,NA
04/05/06,Annie Crk @ Snow Park,WR2000,NA,95,1920,4,5,2006,1330,35.7,1.15,3.6,58.9,10.9,7.08,98.2,54,28,5,NA,13,50,NA,NA,NA,NA
04/20/06,Annie Crk @ Snow Park,WR2000,NA,110,1935,4,20,2006,1300,39.8,1.27,5.4,53.6,10.8,7.15,99.9,49,29,5,NA,13,50,NA,NA,NA,NA
05/02/06,Annie Crk @ Snow Park,WR2000,NA,122,1947,5,2,2006,1300,58.3,1.48,5.4,44.5,10.5,7.35,96.4,47,26,5,NA,22,50,NA,NA,NA,NA
05/16/06,Annie Crk @ Snow Park,WR2000,NA,136,1961,5,16,2006,1243,111.6,2.1,6.1,33.3,10.8,7.23,100.9,101,20,15,NA,21,184,NA,NA,NA,NA
05/31/06,Annie Crk @ Snow Park,WR2000,NA,151,1976,5,31,2006,1300,90.9,1.9,5.6,41.3,10.3,7.43,95.1,63,26,5,NA,19,50,NA,NA,NA,NA
06/12/06,Annie Crk @ Snow Park,WR2000,NA,163,1988,6,12,2006,1319,136.7,2.22,5.5,32.7,10.7,7.25,99,66,26,5,NA,15,50,NA,NA,NA,NA
06/27/06,Annie Crk @ Snow Park,WR2000,NA,178,2003,6,27,2006,1249,NA,2.4,7.2,30.7,10.5,7.22,103.4,119,18,16,NA,14,126,NA,NA,NA,NA
07/10/06,Annie Crk @ Snow Park,WR2000,NA,191,2016,7,10,2006,1330,115.8,1.98,9.6,40.6,9.3,7.23,95.7,73,26,12,NA,12,50,NA,NA,NA,NA
07/25/06,Annie Crk @ Snow Park,WR2000,NA,206,2031,7,25,2006,1300,88.2,1.68,10,47.9,9.3,7.26,96.3,51,38,5,NA,5,50,NA,NA,NA,NA
08/09/06,Annie Crk @ Snow Park,WR2000,NA,221,2046,8,9,2006,1045,75.6,1.55,5.8,50.7,10.3,7.38,94.9,62,32,5,NA,5,50,NA,NA,NA,NA
08/22/06,Annie Crk @ Snow Park,WR2000,NA,234,2059,8,22,2006,1115,68.9,1.48,7.1,50.4,10.4,7.04,100.1,39,34,5,NA,5,50,NA,NA,NA,NA
09/19/06,Annie Crk @ Snow Park,WR2000,NA,262,2087,9,19,2006,1200,62.5,1.42,5.4,53.6,10.4,8.06,96.2,52,32,5,NA,5,50,NA,NA,NA,NA
10/05/06,Annie Crk @ Snow Park,WR2000,NA,278,2103,10,5,2006,1130,56.7,1.37,4.7,53.7,10.8,7.96,98.3,45,28,5,NA,5,50,NA,NA,NA,NA
